pairid	q_acc	r_acc	stratum	genus	species
GCA_002503145.1__GCA_002503225.1	GCA_002503145.1	GCA_002503225.1	97-100	g__Micrarchaeum_A	s__Micrarchaeum_A acidiphilum_A
GCA_001889985.1__GCA_001896515.1	GCA_001889985.1	GCA_001896515.1	97-100	g__Micrarchaeum_A	s__Micrarchaeum_A acidiphilum_A
GCF_000377265.1__GCF_000381805.1	GCF_000377265.1	GCF_000381805.1	97-100	g__Thioalkalivibrio	s__Thioalkalivibrio thiocyanoxidans
GCA_015260165.1__GCF_009728485.1	GCA_015260165.1	GCF_009728485.1	97-100	g__Prevotella	s__Prevotella sp000257925
GCA_015260225.1__GCA_015260255.1	GCA_015260225.1	GCA_015260255.1	97-100	g__Prevotella	s__Prevotella sp000257925
GCA_015260075.1__GCA_015260255.1	GCA_015260075.1	GCA_015260255.1	97-100	g__Prevotella	s__Prevotella sp000257925
GCA_902803615.1__GCF_900108495.1	GCA_902803615.1	GCF_900108495.1	97-100	g__Parafannyhessea	s__Parafannyhessea umbonata_A
GCA_902803615.1__GCF_900167315.1	GCA_902803615.1	GCF_900167315.1	97-100	g__Parafannyhessea	s__Parafannyhessea umbonata_A
GCF_900108495.1__GCF_900167315.1	GCF_900108495.1	GCF_900167315.1	97-100	g__Parafannyhessea	s__Parafannyhessea umbonata_A
GCA_902529525.1__GCA_902587425.1	GCA_902529525.1	GCA_902587425.1	97-100	g__UBA8592	s__UBA8592 sp002703045
GCF_900103075.1__GCF_900107955.1	GCF_900103075.1	GCF_900107955.1	97-100	g__Microbacterium	s__Microbacterium azadirachtae
GCF_900103075.1__GCF_900108235.1	GCF_900103075.1	GCF_900108235.1	97-100	g__Microbacterium	s__Microbacterium azadirachtae
GCF_900108235.1__GCF_900114965.1	GCF_900108235.1	GCF_900114965.1	97-100	g__Microbacterium	s__Microbacterium azadirachtae
GCA_903825545.1__GCA_903864035.1	GCA_903825545.1	GCA_903864035.1	97-100	g__CAIWCD01	s__CAIWCD01 sp903911145
GCF_011751965.1__GCF_011751985.1	GCF_011751965.1	GCF_011751985.1	97-100	g__Actinomyces	s__Actinomyces sp011751985
GCA_902520675.1__GCA_902542605.1	GCA_902520675.1	GCA_902542605.1	97-100	g__Pelagibacter	s__Pelagibacter sp902524345
GCA_902520675.1__GCA_902547435.1	GCA_902520675.1	GCA_902547435.1	97-100	g__Pelagibacter	s__Pelagibacter sp902524345
GCA_902542605.1__GCA_902547435.1	GCA_902542605.1	GCA_902547435.1	97-100	g__Pelagibacter	s__Pelagibacter sp902524345
GCA_018971295.1__GCA_018971885.1	GCA_018971295.1	GCA_018971885.1	97-100	g__Thiomonas	s__Thiomonas sp000377645
GCA_900768895.1__GCA_905199185.1	GCA_900768895.1	GCA_905199185.1	97-100	g__Merdivicinus	s__Merdivicinus sp900555435
GCA_002313955.1__GCA_002716545.1	GCA_002313955.1	GCA_002716545.1	97-100	g__Cycloclasticus	s__Cycloclasticus sp002700385
GCA_002313955.1__GCA_003450615.1	GCA_002313955.1	GCA_003450615.1	97-100	g__Cycloclasticus	s__Cycloclasticus sp002700385
GCA_002716545.1__GCA_003450615.1	GCA_002716545.1	GCA_003450615.1	97-100	g__Cycloclasticus	s__Cycloclasticus sp002700385
GCA_002501495.1__GCA_009392525.1	GCA_002501495.1	GCA_009392525.1	97-100	g__UBA2588	s__UBA2588 sp002723125
GCA_002448635.1__GCA_002450545.1	GCA_002448635.1	GCA_002450545.1	97-100	g__UBA2588	s__UBA2588 sp002723125
GCA_002448635.1__GCA_009392805.1	GCA_002448635.1	GCA_009392805.1	97-100	g__UBA2588	s__UBA2588 sp002723125
GCA_000997995.1__GCA_001772745.1	GCA_000997995.1	GCA_001772745.1	97-100	g__UBA8498	s__UBA8498 sp001773135
GCA_000997995.1__GCA_001773305.1	GCA_000997995.1	GCA_001773305.1	97-100	g__UBA8498	s__UBA8498 sp001773135
GCA_001772745.1__GCA_001773305.1	GCA_001772745.1	GCA_001773305.1	97-100	g__UBA8498	s__UBA8498 sp001773135
GCA_018380225.1__GCA_900759405.1	GCA_018380225.1	GCA_900759405.1	97-100	g__UBA1417	s__UBA1417 sp003531055
GCA_008667525.1__GCA_018380225.1	GCA_008667525.1	GCA_018380225.1	97-100	g__UBA1417	s__UBA1417 sp003531055
GCA_008667695.1__GCA_014864055.1	GCA_008667695.1	GCA_014864055.1	97-100	g__UBA1417	s__UBA1417 sp003531055
GCA_900538315.1__GCF_004405045.1	GCA_900538315.1	GCF_004405045.1	97-100	g__Dysgonomonas	s__Dysgonomonas capnocytophagoides
GCA_905202305.1__GCF_004405045.1	GCA_905202305.1	GCF_004405045.1	97-100	g__Dysgonomonas	s__Dysgonomonas capnocytophagoides
GCA_900538315.1__GCA_905202305.1	GCA_900538315.1	GCA_905202305.1	97-100	g__Dysgonomonas	s__Dysgonomonas capnocytophagoides
GCA_003445655.1__GCA_012521605.1	GCA_003445655.1	GCA_012521605.1	97-100	g__DTU068	s__DTU068 sp001513545
GCF_001279655.1__GCF_003550235.1	GCF_001279655.1	GCF_003550235.1	97-100	g__Streptomyces	s__Streptomyces sp000717915
GCF_001279655.1__GCF_004365455.1	GCF_001279655.1	GCF_004365455.1	97-100	g__Streptomyces	s__Streptomyces sp000717915
GCF_003550235.1__GCF_004365455.1	GCF_003550235.1	GCF_004365455.1	97-100	g__Streptomyces	s__Streptomyces sp000717915
GCA_018381885.1__GCF_001055885.1	GCA_018381885.1	GCF_001055885.1	97-100	g__Haemophilus_D	s__Haemophilus_D parainfluenzae_K
GCA_015255105.1__GCF_014982385.1	GCA_015255105.1	GCF_014982385.1	97-100	g__Haemophilus_D	s__Haemophilus_D parainfluenzae_K
GCA_018366855.1__GCF_014931455.1	GCA_018366855.1	GCF_014931455.1	97-100	g__Haemophilus_D	s__Haemophilus_D parainfluenzae_K
GCF_002236815.1__GCF_012396065.1	GCF_002236815.1	GCF_012396065.1	97-100	g__Nocardia	s__Nocardia cerradoensis
GCA_003963195.1__GCF_001051035.1	GCA_003963195.1	GCF_001051035.1	97-100	g__Afipia	s__Afipia sp000178995
GCA_002200935.1__GCF_001908615.1	GCA_002200935.1	GCF_001908615.1	97-100	g__Rhizobium	s__Rhizobium yanglingense
GCA_903882135.1__GCA_903929605.1	GCA_903882135.1	GCA_903929605.1	97-100	g__Rhodoferax	s__Rhodoferax sp903927295
GCA_018711985.1__GCA_900758145.1	GCA_018711985.1	GCA_900758145.1	97-100	g__Egerieenecus	s__Egerieenecus merdigallinarum
GCA_018711985.1__GCA_905200175.1	GCA_018711985.1	GCA_905200175.1	97-100	g__Egerieenecus	s__Egerieenecus merdigallinarum
GCA_900758145.1__GCA_905200175.1	GCA_900758145.1	GCA_905200175.1	97-100	g__Egerieenecus	s__Egerieenecus merdigallinarum
GCF_003467365.1__GCF_015548795.1	GCF_003467365.1	GCF_015548795.1	97-100	g__Bacteroides	s__Bacteroides nordii
GCF_015548795.1__GCF_015559975.1	GCF_015548795.1	GCF_015559975.1	97-100	g__Bacteroides	s__Bacteroides nordii
GCF_000382465.1__GCF_015548795.1	GCF_000382465.1	GCF_015548795.1	97-100	g__Bacteroides	s__Bacteroides nordii
GCA_012275145.1__GCF_002846625.1	GCA_012275145.1	GCF_002846625.1	97-100	g__Streptomyces	s__Streptomyces sp002846625
GCA_012275145.1__GCF_018310535.1	GCA_012275145.1	GCF_018310535.1	97-100	g__Streptomyces	s__Streptomyces sp002846625
GCF_002846625.1__GCF_018310535.1	GCF_002846625.1	GCF_018310535.1	97-100	g__Streptomyces	s__Streptomyces sp002846625
GCA_002373315.1__GCA_002394445.1	GCA_002373315.1	GCA_002394445.1	97-100	g__RF16	s__RF16 sp002449665
GCA_002394115.1__GCA_002394445.1	GCA_002394115.1	GCA_002394445.1	97-100	g__RF16	s__RF16 sp002449665
GCA_002372295.1__GCA_002394115.1	GCA_002372295.1	GCA_002394115.1	97-100	g__RF16	s__RF16 sp002449665
GCA_903834125.1__GCA_903897835.1	GCA_903834125.1	GCA_903897835.1	97-100	g__Opi-474	s__Opi-474 sp903862955
GCA_903834125.1__GCA_903913455.1	GCA_903834125.1	GCA_903913455.1	97-100	g__Opi-474	s__Opi-474 sp903862955
GCA_903897835.1__GCA_903913455.1	GCA_903897835.1	GCA_903913455.1	97-100	g__Opi-474	s__Opi-474 sp903862955
GCF_001282985.1__GCF_900197695.1	GCF_001282985.1	GCF_900197695.1	97-100	g__Helicobacter_E	s__Helicobacter_E ailurogastricus
GCF_900197675.1__GCF_900197695.1	GCF_900197675.1	GCF_900197695.1	97-100	g__Helicobacter_E	s__Helicobacter_E ailurogastricus
GCF_001283025.1__GCF_900197675.1	GCF_001283025.1	GCF_900197675.1	97-100	g__Helicobacter_E	s__Helicobacter_E ailurogastricus
GCA_905200075.1__GCF_015549175.1	GCA_905200075.1	GCF_015549175.1	97-100	g__Collinsella	s__Collinsella sp900552155
GCA_018374675.1__GCA_905212535.1	GCA_018374675.1	GCA_905212535.1	97-100	g__Anaeromassilibacillus	s__Anaeromassilibacillus sp001305115
GCA_018374675.1__GCF_900169665.1	GCA_018374675.1	GCF_900169665.1	97-100	g__Anaeromassilibacillus	s__Anaeromassilibacillus sp001305115
GCA_900540215.1__GCF_900169665.1	GCA_900540215.1	GCF_900169665.1	97-100	g__Anaeromassilibacillus	s__Anaeromassilibacillus sp001305115
GCA_902756805.1__GCA_902791195.1	GCA_902756805.1	GCA_902791195.1	97-100	g__RUG714	s__RUG714 sp900321665
GCA_903828015.1__GCA_903894925.1	GCA_903828015.1	GCA_903894925.1	97-100	g__Ferruginibacter	s__Ferruginibacter sp903878475
GCA_903894925.1__GCA_903915765.1	GCA_903894925.1	GCA_903915765.1	97-100	g__Ferruginibacter	s__Ferruginibacter sp903878475
GCA_903828015.1__GCA_903915765.1	GCA_903828015.1	GCA_903915765.1	97-100	g__Ferruginibacter	s__Ferruginibacter sp903878475
GCF_001702115.1__GCF_002907065.1	GCF_001702115.1	GCF_002907065.1	97-100	g__Fructilactobacillus	s__Fructilactobacillus lindneri
GCF_001438685.1__GCF_002907065.1	GCF_001438685.1	GCF_002907065.1	97-100	g__Fructilactobacillus	s__Fructilactobacillus lindneri
GCF_001702115.1__GCF_001702135.1	GCF_001702115.1	GCF_001702135.1	97-100	g__Fructilactobacillus	s__Fructilactobacillus lindneri
GCA_011366835.1__GCA_011367095.1	GCA_011366835.1	GCA_011367095.1	97-100	g__Fervidobacterium	s__Fervidobacterium pennivorans_A
GCA_011366835.1__GCA_013177925.1	GCA_011366835.1	GCA_013177925.1	97-100	g__Fervidobacterium	s__Fervidobacterium pennivorans_A
GCA_011367095.1__GCA_013177925.1	GCA_011367095.1	GCA_013177925.1	97-100	g__Fervidobacterium	s__Fervidobacterium pennivorans_A
GCA_018653115.1__GCA_018671435.1	GCA_018653115.1	GCA_018671435.1	97-100	g__JABHGY01	s__JABHGY01 sp018658715
GCA_018663445.1__GCA_018694655.1	GCA_018663445.1	GCA_018694655.1	97-100	g__JABHGY01	s__JABHGY01 sp018658715
GCA_018653115.1__GCA_018694335.1	GCA_018653115.1	GCA_018694335.1	97-100	g__JABHGY01	s__JABHGY01 sp018658715
GCA_018375075.1__GCA_902362845.1	GCA_018375075.1	GCA_902362845.1	97-100	g__Clostridium_A	s__Clostridium_A leptum
GCA_003459985.1__GCA_014864285.1	GCA_003459985.1	GCA_014864285.1	97-100	g__Clostridium_A	s__Clostridium_A leptum
GCA_003459985.1__GCA_905196935.1	GCA_003459985.1	GCA_905196935.1	97-100	g__Clostridium_A	s__Clostridium_A leptum
GCA_016712215.1__GCA_016722365.1	GCA_016712215.1	GCA_016722365.1	97-100	g__Chakrabartia	s__Chakrabartia sp016704425
GCA_016705395.1__GCA_016721485.1	GCA_016705395.1	GCA_016721485.1	97-100	g__Chakrabartia	s__Chakrabartia sp016704425
GCA_016703235.1__GCA_016721485.1	GCA_016703235.1	GCA_016721485.1	97-100	g__Chakrabartia	s__Chakrabartia sp016704425
GCA_003483435.1__GCA_018265295.1	GCA_003483435.1	GCA_018265295.1	97-100	g__ER4	s__ER4 sp000765235
GCA_014869405.1__GCA_014869425.1	GCA_014869405.1	GCA_014869425.1	97-100	g__ER4	s__ER4 sp000765235
GCA_003483435.1__GCA_902399795.1	GCA_003483435.1	GCA_902399795.1	97-100	g__ER4	s__ER4 sp000765235
GCF_001304545.1__GCF_003605455.1	GCF_001304545.1	GCF_003605455.1	97-100	g__Streptococcus	s__Streptococcus pseudopneumoniae
GCF_000506745.1__GCF_003599935.1	GCF_000506745.1	GCF_003599935.1	97-100	g__Streptococcus	s__Streptococcus pseudopneumoniae
GCF_005890265.1__GCF_015700305.1	GCF_005890265.1	GCF_015700305.1	97-100	g__Streptococcus	s__Streptococcus pseudopneumoniae
GCA_900754685.1__GCA_905198715.1	GCA_900754685.1	GCA_905198715.1	97-100	g__UBA6398	s__UBA6398 sp900550635
GCF_000721515.1__GCF_014905535.1	GCF_000721515.1	GCF_014905535.1	97-100	g__Streptomyces	s__Streptomyces hydrogenans
GCA_003537795.1__GCA_900544035.1	GCA_003537795.1	GCA_900544035.1	97-100	g__CAG-605	s__CAG-605 sp000433255
GCA_003537795.1__GCA_905210325.1	GCA_003537795.1	GCA_905210325.1	97-100	g__CAG-605	s__CAG-605 sp000433255
GCA_900544035.1__GCA_905210325.1	GCA_900544035.1	GCA_905210325.1	97-100	g__CAG-605	s__CAG-605 sp000433255
GCF_001043875.1__GCF_001476215.1	GCF_001043875.1	GCF_001476215.1	97-100	g__Methylobacterium	s__Methylobacterium indicum
GCF_001476215.1__GCF_001477085.1	GCF_001476215.1	GCF_001477085.1	97-100	g__Methylobacterium	s__Methylobacterium indicum
GCF_001043875.1__GCF_017347565.1	GCF_001043875.1	GCF_017347565.1	97-100	g__Methylobacterium	s__Methylobacterium indicum
GCA_902779115.1__GCA_902784485.1	GCA_902779115.1	GCA_902784485.1	97-100	g__UBA1711	s__UBA1711 sp902778925
GCA_902515425.1__GCA_902521885.1	GCA_902515425.1	GCA_902521885.1	97-100	g__Pelagibacter	s__Pelagibacter sp003282985
GCA_902518535.1__GCA_902521885.1	GCA_902518535.1	GCA_902521885.1	97-100	g__Pelagibacter	s__Pelagibacter sp003282985
GCA_902515425.1__GCA_902555725.1	GCA_902515425.1	GCA_902555725.1	97-100	g__Pelagibacter	s__Pelagibacter sp003282985
GCA_903825745.1__GCA_903830245.1	GCA_903825745.1	GCA_903830245.1	97-100	g__UBA2262	s__UBA2262 sp903869265
GCA_903838635.1__GCA_903840855.1	GCA_903838635.1	GCA_903840855.1	97-100	g__UBA2262	s__UBA2262 sp903869265
GCA_903820865.1__GCA_903867635.1	GCA_903820865.1	GCA_903867635.1	97-100	g__UBA2262	s__UBA2262 sp903869265
GCA_002168805.2__GCA_002502485.1	GCA_002168805.2	GCA_002502485.1	97-100	g__MGIIa-L1	s__MGIIa-L1 sp002702945
GCA_902363025.1__GCF_018785425.1	GCA_902363025.1	GCF_018785425.1	97-100	g__Copromonas	s__Copromonas sp000435795
GCA_018365685.1__GCF_018785425.1	GCA_018365685.1	GCF_018785425.1	97-100	g__Copromonas	s__Copromonas sp000435795
GCA_000435795.1__GCA_905197825.1	GCA_000435795.1	GCA_905197825.1	97-100	g__Copromonas	s__Copromonas sp000435795
GCA_016778355.1__GCA_016778375.1	GCA_016778355.1	GCA_016778375.1	97-100	g__Synechococcus_C	s__Synechococcus_C sp014279795
GCA_017994995.1__GCA_018056865.1	GCA_017994995.1	GCA_018056865.1	97-100	g__MVYY01	s__MVYY01 sp012517575
GCA_018815275.1__GCA_018815865.1	GCA_018815275.1	GCA_018815865.1	97-100	g__Pseudomonas_E	s__Pseudomonas_E sp018816095
GCA_018815275.1__GCA_018824105.1	GCA_018815275.1	GCA_018824105.1	97-100	g__Pseudomonas_E	s__Pseudomonas_E sp018816095
GCA_018815865.1__GCA_018824105.1	GCA_018815865.1	GCA_018824105.1	97-100	g__Pseudomonas_E	s__Pseudomonas_E sp018816095
GCA_015059695.1__GCA_017507635.1	GCA_015059695.1	GCA_017507635.1	97-100	g__Alistipes	s__Alistipes sp017437045
GCA_015059695.1__GCA_017531965.1	GCA_015059695.1	GCA_017531965.1	97-100	g__Alistipes	s__Alistipes sp017437045
GCA_017507635.1__GCA_017531965.1	GCA_017507635.1	GCA_017531965.1	97-100	g__Alistipes	s__Alistipes sp017437045
GCA_902755195.1__GCA_902782455.1	GCA_902755195.1	GCA_902782455.1	97-100	g__Limimorpha	s__Limimorpha sp900318465
GCA_900759295.1__GCA_905205245.1	GCA_900759295.1	GCA_905205245.1	97-100	g__Porphyromonas	s__Porphyromonas sp900539765
GCA_002010295.1__GCA_004366995.1	GCA_002010295.1	GCA_004366995.1	97-100	g__Archaeoglobus	s__Archaeoglobus sp002507545
GCA_002010295.1__GCA_002494665.1	GCA_002010295.1	GCA_002494665.1	97-100	g__Archaeoglobus	s__Archaeoglobus sp002507545
GCA_002494665.1__GCA_004366995.1	GCA_002494665.1	GCA_004366995.1	97-100	g__Archaeoglobus	s__Archaeoglobus sp002507545
GCA_018814905.1__GCA_018824685.1	GCA_018814905.1	GCA_018824685.1	97-100	g__Desulfacyla	s__Desulfacyla sp014382905
GCA_016776415.1__GCA_016782905.1	GCA_016776415.1	GCA_016782905.1	97-100	g__Desulfacyla	s__Desulfacyla sp014382905
GCA_016776415.1__GCA_018814905.1	GCA_016776415.1	GCA_018814905.1	97-100	g__Desulfacyla	s__Desulfacyla sp014382905
GCA_002071555.1__GCA_017993015.1	GCA_002071555.1	GCA_017993015.1	97-100	g__Rectinema	s__Rectinema sp012516755
GCA_002071555.1__GCA_018436145.1	GCA_002071555.1	GCA_018436145.1	97-100	g__Rectinema	s__Rectinema sp012516755
GCA_017993015.1__GCA_018436145.1	GCA_017993015.1	GCA_018436145.1	97-100	g__Rectinema	s__Rectinema sp012516755
GCF_000519025.1__GCF_000526975.1	GCF_000519025.1	GCF_000526975.1	97-100	g__Pseudoxanthomonas	s__Pseudoxanthomonas suwonensis_C
GCF_007954305.1__GCF_007954345.1	GCF_007954305.1	GCF_007954345.1	97-100	g__Colwellia_A	s__Colwellia_A hornerae
GCF_000337295.1__GCF_000685635.1	GCF_000337295.1	GCF_000685635.1	97-100	g__Haloferax	s__Haloferax mediterranei
GCF_000337295.1__GCF_005406325.1	GCF_000337295.1	GCF_005406325.1	97-100	g__Haloferax	s__Haloferax mediterranei
GCF_000685635.1__GCF_005406325.1	GCF_000685635.1	GCF_005406325.1	97-100	g__Haloferax	s__Haloferax mediterranei
GCA_016869095.1__GCA_017302665.1	GCA_016869095.1	GCA_017302665.1	97-100	g__SXXS01	s__SXXS01 sp903828265
GCA_903872275.1__GCA_903889345.1	GCA_903872275.1	GCA_903889345.1	97-100	g__CAIMTB01	s__CAIMTB01 sp903844265
GCA_903863355.1__GCA_903872275.1	GCA_903863355.1	GCA_903872275.1	97-100	g__CAIMTB01	s__CAIMTB01 sp903844265
GCA_903863355.1__GCA_903889345.1	GCA_903863355.1	GCA_903889345.1	97-100	g__CAIMTB01	s__CAIMTB01 sp903844265
GCF_014841625.1__GCF_014842095.1	GCF_014841625.1	GCF_014842095.1	97-100	g__Pseudomonas_E	s__Pseudomonas_E sp900596015
GCA_900600405.1__GCF_014842095.1	GCA_900600405.1	GCF_014842095.1	97-100	g__Pseudomonas_E	s__Pseudomonas_E sp900596015
GCA_900600405.1__GCF_014841705.1	GCA_900600405.1	GCF_014841705.1	97-100	g__Pseudomonas_E	s__Pseudomonas_E sp900596015
GCA_001805945.1__GCA_001805995.1	GCA_001805945.1	GCA_001805995.1	97-100	g__UBA12451	s__UBA12451 sp001805965
GCA_001805945.1__GCA_003500255.1	GCA_001805945.1	GCA_003500255.1	97-100	g__UBA12451	s__UBA12451 sp001805965
GCA_001804475.1__GCA_003500255.1	GCA_001804475.1	GCA_003500255.1	97-100	g__UBA12451	s__UBA12451 sp001805965
GCA_017886555.1__GCA_905201965.1	GCA_017886555.1	GCA_905201965.1	97-100	g__Frisingicoccus	s__Frisingicoccus sp900753685
GCA_017544355.1__GCA_905233155.1	GCA_017544355.1	GCA_905233155.1	97-100	g__UBA9786	s__UBA9786 sp902785705
GCA_017544355.1__GCA_905234335.1	GCA_017544355.1	GCA_905234335.1	97-100	g__UBA9786	s__UBA9786 sp902785705
GCA_905233155.1__GCA_905234335.1	GCA_905233155.1	GCA_905234335.1	97-100	g__UBA9786	s__UBA9786 sp902785705
GCA_015490595.1__GCA_015492235.1	GCA_015490595.1	GCA_015492235.1	97-100	g__Thermosulfuriphilus	s__Thermosulfuriphilus ammonigenes
GCA_015490595.1__GCF_013761125.1	GCA_015490595.1	GCF_013761125.1	97-100	g__Thermosulfuriphilus	s__Thermosulfuriphilus ammonigenes
GCA_015492235.1__GCF_013761125.1	GCA_015492235.1	GCF_013761125.1	97-100	g__Thermosulfuriphilus	s__Thermosulfuriphilus ammonigenes
GCA_002712965.1__GCA_009391645.1	GCA_002712965.1	GCA_009391645.1	97-100	g__GCA-002712965	s__GCA-002712965 sp002696685
GCA_011047965.1__GCA_011056365.1	GCA_011047965.1	GCA_011056365.1	97-100	g__HR10	s__HR10 sp011058595
GCA_018814585.1__GCA_018817105.1	GCA_018814585.1	GCA_018817105.1	97-100	g__JAHJIW01	s__JAHJIW01 sp018823125
GCA_018814585.1__GCA_018825025.1	GCA_018814585.1	GCA_018825025.1	97-100	g__JAHJIW01	s__JAHJIW01 sp018823125
GCA_018817105.1__GCA_018825025.1	GCA_018817105.1	GCA_018825025.1	97-100	g__JAHJIW01	s__JAHJIW01 sp018823125
GCF_002049255.1__GCF_002049395.1	GCF_002049255.1	GCF_002049395.1	97-100	g__Carboxydocella	s__Carboxydocella thermautotrophica
GCF_002049395.1__GCF_900167165.1	GCF_002049395.1	GCF_900167165.1	97-100	g__Carboxydocella	s__Carboxydocella thermautotrophica
GCF_002049255.1__GCF_003047205.1	GCF_002049255.1	GCF_003047205.1	97-100	g__Carboxydocella	s__Carboxydocella thermautotrophica
GCF_001556235.1__GCF_003815615.1	GCF_001556235.1	GCF_003815615.1	97-100	g__Chryseobacterium	s__Chryseobacterium shandongense
GCF_001556235.1__GCF_003815635.1	GCF_001556235.1	GCF_003815635.1	97-100	g__Chryseobacterium	s__Chryseobacterium shandongense
GCF_003815615.1__GCF_003815635.1	GCF_003815615.1	GCF_003815635.1	97-100	g__Chryseobacterium	s__Chryseobacterium shandongense
GCA_018000135.1__GCA_018435005.1	GCA_018000135.1	GCA_018435005.1	97-100	g__UBA8898	s__UBA8898 sp002070955
GCA_002359565.1__GCA_009926805.1	GCA_002359565.1	GCA_009926805.1	97-100	g__UBA2466	s__UBA2466 sp002342225
GCA_002359565.1__GCA_009927355.1	GCA_002359565.1	GCA_009927355.1	97-100	g__UBA2466	s__UBA2466 sp002342225
GCA_009926805.1__GCA_009927355.1	GCA_009926805.1	GCA_009927355.1	97-100	g__UBA2466	s__UBA2466 sp002342225
GCA_017422705.1__GCA_902767505.1	GCA_017422705.1	GCA_902767505.1	97-100	g__CAG-964	s__CAG-964 sp900316025
GCA_902767505.1__GCA_902798315.1	GCA_902767505.1	GCA_902798315.1	97-100	g__CAG-964	s__CAG-964 sp900316025
GCA_902767505.1__GCA_902800885.1	GCA_902767505.1	GCA_902800885.1	97-100	g__CAG-964	s__CAG-964 sp900316025
GCF_001854285.1__GCF_001854305.1	GCF_001854285.1	GCF_001854305.1	97-100	g__Cupriavidus	s__Cupriavidus malaysiensis
GCF_005887445.1__GCF_005887475.1	GCF_005887445.1	GCF_005887475.1	97-100	g__Pseudoalteromonas	s__Pseudoalteromonas sp003590335
GCA_004560015.1__GCA_015655785.1	GCA_004560015.1	GCA_015655785.1	97-100	g__Fimenecus	s__Fimenecus sp004556705
GCA_900540325.1__GCA_905211165.1	GCA_900540325.1	GCA_905211165.1	97-100	g__Fimenecus	s__Fimenecus sp004556705
GCA_014465835.1__GCA_015655785.1	GCA_014465835.1	GCA_015655785.1	97-100	g__Fimenecus	s__Fimenecus sp004556705
GCF_002253345.1__GCF_002253365.1	GCF_002253345.1	GCF_002253365.1	97-100	g__Lactobacillus	s__Lactobacillus taiwanensis
GCF_002253325.1__GCF_002253455.1	GCF_002253325.1	GCF_002253455.1	97-100	g__Lactobacillus	s__Lactobacillus taiwanensis
GCF_002253455.1__GCF_002253465.1	GCF_002253455.1	GCF_002253465.1	97-100	g__Lactobacillus	s__Lactobacillus taiwanensis
GCA_003241585.1__GCA_003241635.1	GCA_003241585.1	GCA_003241635.1	97-100	g__Pseudorhodoferax	s__Pseudorhodoferax sp001422365
GCA_009392385.1__GCA_009392625.1	GCA_009392385.1	GCA_009392625.1	97-100	g__UBA9611	s__UBA9611 sp009391975
GCA_009391445.1__GCA_009392385.1	GCA_009391445.1	GCA_009392385.1	97-100	g__UBA9611	s__UBA9611 sp009391975
GCA_002816355.1__GCA_009392645.1	GCA_002816355.1	GCA_009392645.1	97-100	g__UBA9611	s__UBA9611 sp009391975
GCA_009698005.1__GCA_009701225.1	GCA_009698005.1	GCA_009701225.1	97-100	g__QYPT01	s__QYPT01 sp009698615
GCA_009700495.1__GCA_009702335.1	GCA_009700495.1	GCA_009702335.1	97-100	g__QYPT01	s__QYPT01 sp009698615
GCA_009701225.1__GCA_009702335.1	GCA_009701225.1	GCA_009702335.1	97-100	g__QYPT01	s__QYPT01 sp009698615
GCF_000174695.1__GCF_016728685.1	GCF_000174695.1	GCF_016728685.1	97-100	g__Corynebacterium	s__Corynebacterium aurimucosum
GCA_003516525.1__GCA_013822525.1	GCA_003516525.1	GCA_013822525.1	97-100	g__Janibacter	s__Janibacter terrae
GCA_003516525.1__GCF_001598955.1	GCA_003516525.1	GCF_001598955.1	97-100	g__Janibacter	s__Janibacter terrae
GCA_013822525.1__GCF_001598955.1	GCA_013822525.1	GCF_001598955.1	97-100	g__Janibacter	s__Janibacter terrae
GCA_903845385.1__GCA_903924745.1	GCA_903845385.1	GCA_903924745.1	97-100	g__PALSA-747	s__PALSA-747 sp903895995
GCA_903914725.1__GCA_903927785.1	GCA_903914725.1	GCA_903927785.1	97-100	g__PALSA-747	s__PALSA-747 sp903895995
GCA_903819525.1__GCA_903898735.1	GCA_903819525.1	GCA_903898735.1	97-100	g__PALSA-747	s__PALSA-747 sp903895995
GCA_016777665.1__GCA_902542575.1	GCA_016777665.1	GCA_902542575.1	97-100	g__LGRT01	s__LGRT01 sp016778765
