pairid	q_acc	r_acc	band	split	anim_ani	af_tier	stratum	query	reference	ani	ani_uniform	af_query	af_reference	std_err	ani_cal	synteny_blocks	anchor_adjacency	breakpoint_count	het_shape	retention	ani_from_loss	ani_from_hist	enzyme_spread	enzyme_chi2	per_enzyme	n_anchors	n_chains	n_tags	max_block_anchors	mean_block_anchors	flag	ani_gated	gate	ani_upper95	skani_ani	skani_align_frac	fastani_ani	fastani_mapped	fastani_total
GCA_009711595.1__GCA_017751145.1	GCA_009711595.1	GCA_017751145.1	95-97	train	96.21	strict		VENM01000005.1	CP046640.1	95.0972	96.8549	0.6631	0.7067	0.09693	95.3798	43	0.9864	15	0.65	0.7962	95.4711	98.0053	1.6162	5.32	AlfI:97.10,AloI:97.38,BcgI:95.76,FalI:96.89	1365	43	1677	138	26.3721	ok	95.0972	gamma	95.7184	95.44	71.26	95.49	1046	1376
GCA_009835815.1__GCA_011523455.1	GCA_009835815.1	GCA_011523455.1	95-97	train	95.52	strict		VXWQ01000260.1	WTGS01000005.1	96.67	97.141	0.6975	0.6784	0.04125	95.9098	425	0.9863	65	1.631	0.8097	96.5537	97.5799	0.4244	3.03	AlfI:97.08,AloI:97.05,BcgI:97.23,FalI:96.81	5874	425	7038	60	12.0494	ok	96.67	gamma	96.6595	95.49	73.42	95.396	1220	1526
GCA_009837505.1__GCA_009839875.1	GCA_009837505.1	GCA_009839875.1	95-97	train	95.44	strict		VXTK01000263.1	VXOW01000142.1	96.7084	97.1551	0.6826	0.5867	0.06107	95.7511	247	0.9864	28	1.631	0.8098	96.6463	97.5466	1.3967	10.64	AlfI:97.04,AloI:97.30,BcgI:97.10,FalI:98.44	2874	247	3146	47	9.22267	ok	96.7084	gamma	96.8024	95.57	63.75	95.156	420	503
GCA_009838445.1__GCA_009840025.1	GCA_009838445.1	GCA_009840025.1	95-97	test	95.05	strict		VXRO01000161.1	VXOO01000111.1	95.7464	96.8048	0.7627	0.7603	0.05524	95.729	243	0.9915	25	0.985	0.7839	95.8519	97.6484	0.3204	0.9	AlfI:96.73,AloI:96.59,BcgI:96.85,FalI:96.92	3617	243	4707	68	13.037	ok	95.7464	gamma	95.9876	95.32	76.34	95.5083	800	940
GCA_009842195.1__GCA_009844335.1	GCA_009842195.1	GCA_009844335.1	95-97	train	95.85	strict		VYFV01000272.1	VYBR01000003.1	96.8583	97.6893	0.6956	0.6845	0.05247	96.4952	232	0.9815	45	0.709	0.8506	96.8357	98.2047	0.2226	0.66	AlfI:97.71,AloI:97.73,BcgI:97.72,FalI:97.51	2954	232	3530	63	11.2931	ok	96.8583	gamma	96.9838	95.88	80.89	96.0057	780	926
GCA_009996505.1__GCF_018403535.1	GCA_009996505.1	GCF_018403535.1	95-97	train	96.88	strict		JAACZW010000001.1	NZ_BOUK01000001.1	97.2631	97.9032	0.8912	0.8378	0.03011	96.9739	111	0.9915	64	0.783	0.8653	97.1129	98.3384	0.2181	1.63	AlfI:97.97,AloI:97.93,BcgI:97.85,FalI:98.07	7649	111	9334	225	68.027	ok	97.2631	gamma	97.2008	96.87	79.79	96.6772	1172	1291
GCA_012843005.1__GCA_018432545.1	GCA_012843005.1	GCA_018432545.1	95-97	train	96.98	strict		DURU01000013.1	JAHDSR010000029.1	97.202	97.6207	0.8179	0.6473	0.06695	96.6598	122	0.9895	17	1.189	0.8479	97.2177	97.8581	0.2938	0.92	AlfI:97.63,AloI:97.77,BcgI:97.71,FalI:97.48	1858	122	2189	67	14.123	ok	97.202	gamma	97.4041	96.68	71.6	96.7816	454	481
GCA_013139715.1__GCA_013374455.1	GCA_013139715.1	GCA_013374455.1	95-97	train	96.53	strict		WTAH01000177.1	QCYW01000193.1	97.7314	97.7314	0.3609	0.3034	0.10078	94.8919	67	1	0	inf	0.8539	97.5381	97.8373	0.3591	0.5	AlfI:97.55,AloI:97.91,BcgI:97.81,FalI:97.74	874	67	882	24	6.1194	ok	97.7314	uniform	97.8195	96.5	40.05	93.8334	258	371
GCA_013139715.1__GCA_013374465.1	GCA_013139715.1	GCA_013374465.1	95-97	train	96.59	low-AF		WTAH01000177.1	QGHJ01000167.1	97.4743	97.8569	0.2656	0.2622	0.11655	94.5943	40	1	0	1.189	0.8628	97.344	98.136	0.7675	2.35	AlfI:97.51,AloI:98.28,BcgI:98.11,FalI:97.61	649	40	638	20	5.8	ok	97.4743	gamma	97.6809	96.05	37.19	93.3819	212	371
GCA_013333095.2__GCA_015263645.1	GCA_013333095.2	GCA_015263645.1	95-97	test	96.81	strict		JABCPM020000001.1	JABZQM010000100.1	97.5201	97.9403	0.6806	0.6912	0.07346	96.7979	102	0.9572	52	0.973	0.8697	97.4392	98.2071	0.6511	3.45	AlfI:97.60,AloI:97.84,BcgI:97.89,FalI:98.25	1394	102	1546	37	12.402	ok	97.5201	gamma	97.6551	96.84	83.21	96.8898	369	490
GCA_014803995.1__GCA_014804015.1	GCA_014803995.1	GCA_014804015.1	95-97	train	95.81	strict		JAAVAQ010000001.1	JAAVAN010000001.1	95.574	97.0039	0.8664	0.773	0.06429	96.0734	55	0.9917	20	0.718	0.8014	95.7986	97.9851	0.237	0.64	AlfI:96.85,AloI:96.92,BcgI:97.08,FalI:96.97	2656	55	3365	197	44.5091	ok	95.574	gamma	95.962	96.23	68.87	95.7928	673	767
GCA_014847535.1__GCA_900066535.1	GCA_014847535.1	GCA_900066535.1	95-97	train	96.77	strict		RKDV01000209.1	FMFH01000086.1	97.4202	97.8827	0.7199	0.4439	0.06166	96.2456	186	0.9973	4	1.014	0.8644	97.2555	98.2299	0.4103	1.32	AlfI:97.64,AloI:98.05,BcgI:97.86,FalI:97.95	2136	186	2319	42	8.98387	ok	97.4202	gamma	97.4357	96.88	45.83	96.5688	519	576
GCA_014865025.1__GCA_905215165.1	GCA_014865025.1	GCA_905215165.1	95-97	train	96.35	strict		WGZX01000001.1	CAJMOY010000001.1	96.5539	97.3856	0.6108	0.6682	0.07597	95.9718	147	0.9943	7	0.855	0.8328	96.5033	97.9878	0.4749	1.57	AlfI:97.43,AloI:97.43,BcgI:97.01,FalI:97.48	1693	147	2052	32	9.36735	ok	96.5539	gamma	96.7102	96.29	78.43	96.3505	623	764
GCA_014872635.1__GCA_018370735.1	GCA_014872635.1	GCA_018370735.1	95-97	train	96.05	strict		WHHK01000001.1	JAGYZV010000052.1	96.3632	96.8749	0.7231	0.685	0.0767	95.661	125	0.9965	5	1.729	0.7899	96.2766	97.3815	0.1151	0.13	AlfI:96.91,AloI:96.90,BcgI:96.82,FalI:96.94	1769	125	2268	52	12.328	ok	96.3632	gamma	96.4664	95.88	75.33	96.0042	496	578
GCA_015259595.1__GCA_905372995.1	GCA_015259595.1	GCA_905372995.1	95-97	test	96.71	strict		JABZFX010000046.1	CAJPRA010000001.1	97.226	97.7188	0.7384	0.7584	0.07298	96.882	118	0.9617	53	1.014	0.856	97.141	98.053	0.642	1.67	AlfI:97.72,AloI:98.21,BcgI:97.56,FalI:97.73	1611	118	1827	48	12.2881	ok	97.226	gamma	97.3496	96.76	89.03	96.7297	486	600
GCA_015295965.1__GCF_016919485.1	GCA_015295965.1	GCF_016919485.1	95-97	train	95.13	strict		DVEA01000301.1	NZ_CP070366.1	96.4696	96.9778	0.8387	0.797	0.04147	96.2415	343	0.9933	33	1.68	0.7977	96.3582	97.4735	0.6652	6.05	AlfI:97.09,AloI:96.80,BcgI:97.03,FalI:96.43	6361	343	7416	85	15.3353	ok	96.4696	gamma	96.4621	95.88	78.63	95.902	1359	1445
GCA_015659075.1__GCA_910595815.1	GCA_015659075.1	GCA_910595815.1	95-97	test	96.62	strict		DQNR01000010.1	CAJVCM010000001.1	97.8254	98.1177	0.6198	0.6845	0.09742	96.8136	55	0.9686	19	1.189	0.8829	97.6811	98.3281	1.138	1.77	AlfI:97.94,AloI:99.08,BcgI:98.14,FalI:98.18	741	55	789	44	11.6727	ok	97.8254	gamma	97.9765	97.06	85.64	96.7467	256	337
GCA_015661595.1__GCF_004209405.1	GCA_015661595.1	GCF_004209405.1	95-97	train	96.55	strict		DQVT01000006.1	NZ_SGSV01000001.1	96.628	97.2282	0.7746	0.8209	0.06016	96.4131	82	0.9875	31	1.26	0.8194	96.5016	97.7497	0.1936	0.21	AlfI:97.27,AloI:97.08,BcgI:97.19,FalI:97.25	2606	82	3321	112	30.8049	ok	96.628	gamma	96.6596	96.54	84.22	96.4339	959	1165
GCA_015762695.1__GCA_015762725.1	GCA_015762695.1	GCA_015762725.1	95-97	test	96.42	strict		RYVO01000010.1	RYVQ01000001.1	97.5781	97.5781	0.5076	0.6205	0.04917	95.9021	218	0.9473	166	inf	0.8424	97.4856	97.6344	0.5378	2.32	AlfI:97.51,AloI:98.05,BcgI:97.57,FalI:97.61	3460	218	3838	71	14.6881	ok	97.5781	uniform	97.6187	96.08	70.48	95.9752	792	1429
GCA_015999485.1__GCF_014269035.2	GCA_015999485.1	GCF_014269035.2	95-97	train	96.09	strict		CP065517.1	NZ_JABWRP020000001.1	96.7171	97.26	0.743	0.8834	0.03113	95.8565	76	0.9917	75	1.392	0.8186	96.5492	97.7778	0.2207	1.57	AlfI:97.24,AloI:97.45,BcgI:97.23,FalI:97.40	9941	76	11852	481	118.855	ok	96.7171	gamma	96.6303	96.09	81.75	96.1174	1620	2197
GCA_016284805.1__GCA_902778395.1	GCA_016284805.1	GCA_902778395.1	95-97	train	96.1	strict		JAEEPL010000279.1	CACYXQ010000001.1	97.3611	97.852	0.5131	0.478	0.06942	95.8172	153	0.9918	8	0.945	0.8618	97.2751	98.1671	0.5403	2.87	AlfI:97.46,AloI:97.57,BcgI:98.00,FalI:97.93	1824	153	1814	21	7.31373	ok	97.3611	gamma	97.4763	96.2	67.77	95.7532	340	424
GCA_016285435.1__GCA_017475125.1	GCA_016285435.1	GCA_017475125.1	95-97	train	96.79	strict		JAEEQT010000025.1	JAFVGD010000009.1	97.9627	98.2609	0.5869	0.6637	0.03296	97.0325	451	0.981	89	1.044	0.8911	97.8088	98.4632	0.1213	0.42	AlfI:98.26,AloI:98.22,BcgI:98.24,FalI:98.34	6051	451	6099	41	11.1729	ok	97.9627	gamma	97.9118	96.72	75.07	96.2225	790	1139
GCA_016287345.1__GCA_017527275.1	GCA_016287345.1	GCA_017527275.1	95-97	train	96.08	strict		JAEEWJ010000088.1	JAFXQF010000024.1	96.2602	97.1502	0.7777	0.7383	0.06078	96.0408	79	0.9938	15	0.945	0.8115	96.2621	97.8227	0.3955	0.86	AlfI:97.24,AloI:96.84,BcgI:97.14,FalI:97.19	2590	79	3378	114	31.481	ok	96.2602	gamma	96.4191	96.21	69.96	96.0735	655	797
GCA_016702805.1__GCA_016705825.1	GCA_016702805.1	GCA_016705825.1	95-97	train	96.02	strict		JADJDH010000001.1	JADJKU010000001.1	96.8405	97.5556	0.8991	0.9233	0.03164	96.7461	104	0.9915	69	0.918	0.8402	96.7143	98.0976	0.7109	6.16	AlfI:97.45,AloI:97.38,BcgI:97.57,FalI:98.09	8195	104	10129	548	78.0769	ok	96.8405	gamma	96.8007	96.26	82.85	96.3875	1313	1510
GCA_016780855.1__GCA_902539465.1	GCA_016780855.1	GCA_902539465.1	95-97	train	96.32	strict		JADHLE010000023.1	CACBJJ010000001.1	96.7726	97.029	0.5451	0.4957	0.07361	94.9636	88	0.9837	27	2.948	0.8028	96.6325	97.3326	0.4976	1.16	AlfI:97.18,AloI:96.68,BcgI:97.02,FalI:96.81	1833	88	2271	71	19.5455	ok	96.7726	gamma	96.8187	95.63	54.58	95.83	466	781
GCA_016887665.1__GCF_007679725.1	GCA_016887665.1	GCF_007679725.1	95-97	train	95.33	strict		JAFEHC010000001.1	NZ_VEJL01000010.1	95.6262	96.1259	0.7497	0.7909	0.04876	94.6591	74	0.9966	17	2.516	0.7331	95.5415	96.7716	0.6275	6.89	AlfI:96.39,AloI:96.32,BcgI:96.07,FalI:95.76	5151	74	7385	229	68.4189	ok	95.6262	gamma	95.6531	94.95	73.7	95.1716	1704	2232
GCA_016887665.1__GCF_015143645.1	GCA_016887665.1	GCF_015143645.1	95-97	train	95.48	strict		JAFEHC010000001.1	NZ_WYEV01000001.1	95.7367	96.1836	0.7318	0.7862	0.04872	94.7169	86	0.9943	28	2.701	0.7376	95.6501	96.753	0.8955	12.08	AlfI:96.54,AloI:96.21,BcgI:96.18,FalI:95.64	5123	86	7219	375	58.1628	ok	95.7367	gamma	95.7623	94.8	74.89	95.2174	1669	2232
GCA_017388425.1__GCA_902773315.1	GCA_017388425.1	GCA_902773315.1	95-97	test	96.29	strict		JAFPIV010000151.1	CACYEA010000001.1	97.4817	97.7674	0.4853	0.4724	0.06505	95.7195	201	0.974	32	1.631	0.8557	97.3704	97.9917	0.2943	0.77	AlfI:97.69,AloI:97.96,BcgI:97.82,FalI:97.66	2002	201	2097	21	6.97015	ok	97.4817	gamma	97.5543	96.41	64.6	95.3192	339	472
GCA_017394725.1__GCA_902778865.1	GCA_017394725.1	GCA_902778865.1	95-97	test	95.87	strict		JAFPXG010000011.1	CACYZG010000001.1	96.449	97.5296	0.7743	0.5818	0.06194	96.1119	102	0.9831	35	0.669	0.8405	96.4557	98.2214	0.561	4.45	AlfI:97.49,AloI:97.70,BcgI:97.73,FalI:97.16	2361	102	2838	100	20.9216	ok	96.449	gamma	96.6271	96.12	57.08	95.9318	686	820
GCA_017400085.1__GCA_017452065.1	GCA_017400085.1	GCA_017452065.1	95-97	train	96.51	strict		JAFQAE010000008.1	JAFTNC010000064.1	97.4243	97.6988	0.6682	0.6735	0.05762	96.5177	175	0.9359	143	1.781	0.8519	97.3076	97.9267	0.486	1.27	AlfI:97.72,AloI:98.14,BcgI:97.65,FalI:97.70	2509	175	2745	61	12.9371	ok	97.4243	gamma	97.4686	96.41	80.8	96.2811	459	653
GCA_017413135.1__GCA_902756035.1	GCA_017413135.1	GCA_902756035.1	95-97	test	96.78	strict		JAFPUZ010000027.1	CACVPU010000001.1	97.5691	98.1507	0.5692	0.755	0.05111	96.8011	102	0.9891	25	0.689	0.8829	97.3868	98.5263	0.3116	1.53	AlfI:98.09,AloI:98.41,BcgI:98.11,FalI:98.11	2504	102	2885	120	23.2255	ok	97.5691	gamma	97.5452	97.22	75.15	96.8862	581	919
GCA_017427085.1__GCA_017429405.1	GCA_017427085.1	GCA_017429405.1	95-97	test	96.99	strict		JAFRTT010000017.1	JAFROZ010000033.1	97.7541	98.4085	0.662	0.694	0.04244	97.2307	169	0.9526	137	0.487	0.9012	97.6004	98.7579	0.2762	0.53	AlfI:98.39,AloI:98.64,BcgI:98.41,FalI:98.36	3751	169	3455	64	17.3077	ok	97.7541	gamma	97.7405	97.54	77.17	97.2191	525	785
GCA_017437245.1__GCA_017505835.1	GCA_017437245.1	GCA_017505835.1	95-97	train	95.82	strict		JAFSBO010000008.1	JAFVOL010000024.1	96.6892	97.1238	0.6548	0.604	0.07294	95.6352	141	0.9599	65	1.729	0.8098	96.5838	97.5351	0.27	0.61	AlfI:97.12,AloI:97.06,BcgI:97.07,FalI:97.33	1928	141	2266	60	12.0284	ok	96.6892	gamma	96.7707	95.79	73.03	95.797	490	677
GCA_017445735.1__GCA_902762425.1	GCA_017445735.1	GCA_902762425.1	95-97	train	96.36	strict		JAFSSF010000166.1	CACWOD010000001.1	97.343	97.7473	0.6471	0.4693	0.07056	95.9931	162	1	0	1.26	0.8548	97.1934	98.0708	0.1163	0.14	AlfI:97.78,AloI:97.83,BcgI:97.71,FalI:97.72	1623	162	1881	22	7.55556	ok	97.343	gamma	97.394	96.6	55.62	96.487	278	314
GCA_017452065.1__GCA_017517885.1	GCA_017452065.1	GCA_017517885.1	95-97	train	96.56	strict		JAFTNC010000064.1	JAFWXV010000163.1	97.2489	97.5999	0.5903	0.7416	0.06258	96.4092	183	0.9747	42	1.584	0.8448	97.0888	97.9107	0.9843	3.91	AlfI:97.59,AloI:98.40,BcgI:97.59,FalI:97.42	2158	183	2470	39	9.8306	ok	97.2489	gamma	97.2614	96.55	87.52	96.1584	368	543
GCA_017460465.1__GCA_017470205.1	GCA_017460465.1	GCA_017470205.1	95-97	train	96.99	strict		JAFUAZ010000033.1	JAFUEY010000076.1	97.7188	98.0467	0.6904	0.456	0.06909	96.349	109	0.9812	23	1.189	0.8767	97.5401	98.3001	0.1502	0.22	AlfI:97.98,AloI:98.07,BcgI:98.02,FalI:98.13	1444	109	1631	47	12.0275	ok	97.7188	gamma	97.7474	97.19	50.53	96.9047	399	486
GCA_017480725.1__GCA_017635005.1	GCA_017480725.1	GCA_017635005.1	95-97	train	96.83	low-AF		JAFUSF010000045.1	JAGBMI010000058.1	97.5596	98.2023	0.4933	0.6645	0.05424	96.492	105	0.9695	63	0.588	0.888	97.4096	98.5789	0.3225	0.75	AlfI:98.20,AloI:97.95,BcgI:98.18,FalI:98.27	2267	105	2528	80	20.0476	ok	97.5596	gamma	97.581	97.29	72.29	96.7945	613	1120
GCA_017518545.1__GCA_902803705.1	GCA_017518545.1	GCA_902803705.1	95-97	train	95.83	strict		JAFWUT010000119.1	CADCQY010000001.1	97.401	97.5295	0.4808	0.4772	0.07275	95.4555	156	0.9823	18	3.93	0.839	97.3	97.6676	0.2357	0.53	AlfI:97.59,AloI:97.44,BcgI:97.59,FalI:97.35	1801	156	1868	28	7.41667	ok	97.401	gamma	97.4974	95.94	69.18	95.3031	319	473
GCA_017531355.1__GCA_902774955.1	GCA_017531355.1	GCA_902774955.1	95-97	train	95.88	strict		JAFXLF010000107.1	CACYKJ010000001.1	97.0854	97.464	0.7622	0.6445	0.04702	96.3531	273	0.9958	14	1.565	0.8354	96.9884	97.7663	0.274	1.29	AlfI:97.56,AloI:97.53,BcgI:97.48,FalI:97.29	3895	273	4702	72	13.1392	ok	97.0854	gamma	97.1156	96.23	65.31	96.1642	545	613
GCA_017540405.1__GCA_902780895.1	GCA_017540405.1	GCA_902780895.1	95-97	train	95.86	strict		JAFYBC010000027.1	CACZHF010000001.1	96.193	96.7926	0.8874	0.8278	0.061	96.1073	58	0.9963	10	1.584	0.7848	96.1052	97.3956	0.4026	1.68	AlfI:96.88,AloI:97.08,BcgI:96.67,FalI:96.88	2800	58	3805	167	47.7069	ok	96.193	gamma	96.2554	95.52	77.04	95.8442	607	678
GCA_017743455.1__GCA_017743655.1	GCA_017743455.1	GCA_017743655.1	95-97	train	95.46	strict		JAGHYW010000053.1	JAGHYM010000058.1	96.7054	98.0272	0.579	0.5571	0.04349	96.2748	348	0.988	31	0.376	0.8747	96.9529	98.5965	0.3975	2.79	AlfI:98.21,AloI:97.81,BcgI:97.99,FalI:97.84	3705	348	4304	44	8.33046	ok	96.7054	gamma	97.0841	95.78	68.05	95.6755	730	959
GCA_017854185.1__GCA_018667975.1	GCA_017854185.1	GCA_018667975.1	95-97	train	96.28	strict		JAFMIE010000008.1	JABIQU010000097.1	97.6486	97.6486	0.2504	0.2903	0.12639	94.5851	74	0.9178	37	inf	0.8519	97.932	97.498	0.5496	0.23	AlfI:97.71,AloI:97.26,BcgI:97.81,FalI:97.61	938	74	582	22	6.58108	INCONSISTENT	97.6486	uniform	98.2692	96.1	89.17	95.7927	311	616
GCA_017854335.1__GCA_018667975.1	GCA_017854335.1	GCA_018667975.1	95-97	train	96.25	strict		JAFMHV010000109.1	JABIQU010000097.1	97.3452	97.4891	0.2667	0.3012	0.12688	94.4523	69	0.9497	19	2.863	0.841	97.5761	97.4443	0.5356	0.22	AlfI:97.50,AloI:97.18,BcgI:97.71,FalI:97.46	930	69	634	20	6.2029	ok	97.3452	gamma	97.915	96.09	87.3	95.7492	299	569
GCA_017958655.1__GCA_900321615.1	GCA_017958655.1	GCA_900321615.1	95-97	train	95.5	strict		JAGDCF010000030.1	ONWS01000400.1	96.8859	96.9961	0.4826	0.3191	0.09625	94.4891	120	0.9733	22	5.239	0.8028	97.0031	97.0044	0.3851	0.96	AlfI:97.08,AloI:97.03,BcgI:96.76,FalI:97.14	1315	120	1342	24	7.69167	ok	96.8859	gamma	97.2455	95.18	47.76	94.9656	275	393
GCA_017960495.1__GCA_017963185.1	GCA_017960495.1	GCA_017963185.1	95-97	test	95.21	strict		JAGCZB010000124.1	JAGCTX010000196.1	96.6286	97.1933	0.4951	0.2739	0.09049	94.5624	129	0.9749	21	1.297	0.8186	96.5374	97.659	0.8737	2.17	AlfI:96.95,AloI:97.82,BcgI:97.20,FalI:97.21	1456	129	1517	16	7.33333	ok	96.6286	gamma	96.7762	95.24	39.77	94.9296	520	688
GCA_017983885.1__GCA_018241285.1	GCA_017983885.1	GCA_018241285.1	95-97	train	96.64	strict		JAGOAQ010000039.1	JAFEED010000100.1	97.3264	97.7747	0.8052	0.8651	0.03017	96.9162	259	0.9724	218	1.14	0.8569	97.1649	98.1245	0.4367	5.23	AlfI:97.74,AloI:97.71,BcgI:97.75,FalI:98.15	8186	259	9721	213	30.6332	ok	97.3264	gamma	97.2505	97.02	87.06	96.7471	1107	1429
GCA_018056875.1__GCA_018434395.1	GCA_018056875.1	GCA_018434395.1	95-97	test	96.43	strict		JAGPEU010000047.1	JAHDPK010000029.1	96.7769	97.2261	0.6441	0.5974	0.09495	95.7074	75	0.9865	13	1.52	0.8217	96.7047	97.5919	0.6924	1.8	AlfI:97.54,AloI:97.29,BcgI:96.85,FalI:97.25	1118	75	1352	63	13.6533	ok	96.7769	gamma	96.9562	95.97	65.05	95.9204	424	575
GCA_018265115.1__GCA_905209055.1	GCA_018265115.1	GCA_905209055.1	95-97	test	95.72	strict		JABLZW010000013.1	CAJLRP010000001.1	96.3922	97.0176	0.8383	0.8019	0.05446	96.1865	115	0.9877	38	1.392	0.8	96.2865	97.6136	0.3667	1.18	AlfI:96.90,AloI:97.27,BcgI:97.07,FalI:96.91	3222	115	4287	270	27.4696	ok	96.3922	gamma	96.4233	95.7	79.23	95.8406	499	569
GCA_018370735.1__GCA_905212425.1	GCA_018370735.1	GCA_905212425.1	95-97	train	96.04	strict		JAGYZV010000052.1	CAJMED010000001.1	96.434	96.9294	0.771	0.8313	0.07384	96.1386	77	0.9808	33	1.781	0.7943	96.2959	97.4493	0.488	1.68	AlfI:97.11,AloI:96.99,BcgI:96.84,FalI:96.62	1852	77	2409	101	22.8701	ok	96.434	gamma	96.4802	96.05	88.18	96.1696	581	727
GCA_018374455.1__GCF_001053035.1	GCA_018374455.1	GCF_001053035.1	95-97	test	95.73	strict		JAHAFC010000005.1	NZ_JVYT01000008.1	95.3039	96.8015	0.8366	0.8814	0.08869	96.1331	35	0.9893	14	0.709	0.7887	95.7084	97.754	0.3732	0.63	AlfI:96.97,AloI:97.07,BcgI:96.70,FalI:96.76	1399	35	1903	96	37.8857	ok	95.3039	gamma	95.9288	95.7	87.31	95.8979	581	647
GCA_018374935.1__GCA_018379525.1	GCA_018374935.1	GCA_018379525.1	95-97	train	96.09	strict		JAHAEE010000005.1	JAGZVJ010000037.1	96.9424	97.4427	0.8308	0.8079	0.05467	96.7434	93	0.9841	44	1.297	0.834	96.7984	97.8602	0.4895	2.99	AlfI:97.64,AloI:97.65,BcgI:97.47,FalI:97.16	2916	93	3599	139	30.2258	ok	96.9424	gamma	96.9465	96.18	83.5	96.2827	683	784
GCA_018378165.1__GCF_003992235.1	GCA_018378165.1	GCF_003992235.1	95-97	train	96.66	strict		JAGZXY010000015.1	NZ_RQVF01000001.1	96.4898	97.7375	0.8426	0.8309	0.09186	97.0836	25	0.9955	4	0.523	0.8561	96.5417	98.4544	0.8009	1.95	AlfI:97.53,AloI:97.13,BcgI:97.81,FalI:97.93	944	25	1200	146	36.56	ok	96.4898	gamma	96.8074	96.96	82.08	96.7153	501	571
GCA_018381885.1__GCF_001055885.1	GCA_018381885.1	GCF_001055885.1	95-97	train	95.01	strict		JAGZRA010000045.1	NZ_JVPX01000001.1	94.8944	95.7162	0.8669	0.8697	0.10256	95.0563	51	0.9942	7	1.833	0.7045	95.0178	96.6468	0.6041	2.38	AlfI:95.51,AloI:95.47,BcgI:95.52,FalI:96.08	1282	51	1928	129	24.3922	ok	94.8944	gamma	95.245	94.81	85.93	95.118	569	633
GCA_018433115.1__GCF_000213235.1	GCA_018433115.1	GCF_000213235.1	95-97	train	96.04	strict		JAHDRS010000013.1	NC_015519.1	95.6587	96.6988	0.7782	0.7638	0.0839	95.7624	116	0.9984	2	1.014	0.7829	95.7543	97.5349	0.824	1.96	AlfI:96.64,AloI:96.06,BcgI:96.53,FalI:96.88	1614	116	2204	64	11.9741	ok	95.6587	gamma	95.9616	95.74	69.65	95.7324	609	711
GCA_018802285.1__GCF_015555385.1	GCA_018802285.1	GCF_015555385.1	95-97	train	96.73	strict		CP049820.1	NZ_JADNKG010000010.1	96.6867	97.5645	0.8404	0.824	0.06876	96.9508	59	0.9675	58	0.709	0.845	96.7018	98.0989	0.3974	0.6	AlfI:97.74,AloI:97.34,BcgI:97.55,FalI:97.56	1888	59	2289	110	30.2881	ok	96.6867	gamma	96.895	96.85	83.46	96.5553	616	715
GCA_018970745.1__GCA_903885105.1	GCA_018970745.1	GCA_903885105.1	95-97	train	96.32	strict		JAGWVS010000068.1	CAISHL010000001.1	97.5517	97.7086	0.5893	0.6084	0.04598	96.3244	349	0.9251	253	2.948	0.8518	97.433	97.8659	0.9899	5.04	AlfI:97.81,AloI:97.35,BcgI:97.65,FalI:98.34	3939	349	4154	48	9.95415	ok	97.5517	gamma	97.5609	96.06	76.37	95.8017	400	765
GCA_019104985.1__GCF_001747495.1	GCA_019104985.1	GCF_001747495.1	95-97	test	95.34	strict		JAHRWV010000044.1	NZ_MKGI01000001.1	96.3111	96.7852	0.6031	0.4514	0.10394	94.7795	90	1	0	1.911	0.79	96.1863	97.2797	0.1348	0.06	AlfI:96.68,AloI:96.76,BcgI:96.79,FalI:96.81	1090	90	1366	22	7.14444	ok	96.3111	gamma	96.4475	95.13	51.31	94.8898	421	467
GCA_019113725.1__GCA_900554045.1	GCA_019113725.1	GCA_900554045.1	95-97	train	96.29	strict		DXGY01000068.1	USFY01000001.1	96.7814	97.4682	0.6393	0.6811	0.0543	96.251	201	0.9927	19	0.973	0.837	96.6919	97.9673	0.6106	7.8	AlfI:97.62,AloI:97.27,BcgI:97.71,FalI:97.10	4434	201	3687	46	13.7711	ok	96.7814	gamma	96.8404	96.44	68.8	96.2549	483	689
GCA_019113725.1__GCA_900753105.1	GCA_019113725.1	GCA_900753105.1	95-97	train	95.95	strict		DXGY01000068.1	CAADXV010000001.1	96.7857	97.2918	0.7027	0.6138	0.05302	96.153	284	0.9769	66	1.375	0.8242	96.6859	97.7123	0.3883	2.66	AlfI:97.52,AloI:97.33,BcgI:97.27,FalI:97.13	4994	284	4116	44	10.8275	ok	96.7857	gamma	96.8264	96.01	68.12	95.7437	556	689
GCA_019115645.1__GCA_900754825.1	GCA_019115645.1	GCA_900754825.1	95-97	test	95.61	strict		DXDF01000002.1	CAAEEF010000001.1	96.578	97.0535	0.6128	0.6249	0.08777	95.5211	120	0.9347	82	1.631	0.8056	96.5135	97.4607	0.5595	1.88	AlfI:97.43,AloI:97.05,BcgI:96.87,FalI:96.96	1475	120	1694	35	10.775	ok	96.578	gamma	96.7398	95.32	78.82	95.2563	517	692
GCA_019115645.1__GCA_905204375.1	GCA_019115645.1	GCA_905204375.1	95-97	test	95.51	strict		DXDF01000002.1	CAJKZN010000001.1	96.4733	96.9814	0.5738	0.6354	0.09274	95.3525	100	0.9446	63	1.584	0.8004	96.4493	97.3935	0.7163	2.93	AlfI:97.39,AloI:97.12,BcgI:96.90,FalI:96.67	1318	100	1560	45	11.74	ok	96.4733	gamma	96.6862	95.38	79.04	95.0832	490	692
