pairid	q_acc	r_acc	anim_ani	anim_af_ref	K_est	q_contig_count	r_contig_count	q_ncbi_assembly_level	r_ncbi_assembly_level	syn2b_shared_tags	syn2b_observable_fraction	dd_major	s2b_major	dnadiff_inverted_fraction	syn2b_raw_inverted_fraction	q_species	r_species	q_genus	q_family	q_phylum	same_species	inverted
GCF_000093165.1__GCF_014251295.1	GCF_000093165.1	GCF_014251295.1	98.39	99.71	1.0	2.0	3.0	Complete Genome	Chromosome	252	1.0	0.0	0.0	0.0	0.0	Blattabacterium sp000334405	Blattabacterium sp000334405	Blattabacterium	Blattabacteriaceae	Bacteroidota	True	False
GCA_002171445.1__GCA_002704705.1	GCA_002171445.1	GCA_002704705.1	100.0	89.54	1.0					682	1.0	0.0	0.0	0.0	0.0						False	False
GCF_002288145.1__GCF_002288265.1	GCF_002288145.1	GCF_002288265.1	97.07	93.32	1.0	1.0	1.0	Complete Genome	Complete Genome	1074	1.0	0.0	0.0	0.0	0.0	Planktophila versatilis	Planktophila versatilis	Planktophila	Nanopelagicaceae	Actinobacteriota	True	False
GCF_004359355.1__GCF_014163455.1	GCF_004359355.1	GCF_014163455.1	99.82	93.49	1.0	1.0	1.0	Complete Genome	Complete Genome	18368	1.0	0.0	5e-05	0.0	5e-05	Bradyrhizobium diazoefficiens	Bradyrhizobium diazoefficiens	Bradyrhizobium	Xanthobacteraceae	Proteobacteria	True	False
GCF_000215065.1__GCF_000348765.2	GCF_000215065.1	GCF_000348765.2	99.99	100.0	1.0	1.0	1.0	Complete Genome	Complete Genome	1501	1.0	0.0	0.0	0.0	0.0	Hydrogenobaculum sp000213785	Hydrogenobaculum sp000213785	Hydrogenobaculum	Hydrogenobaculaceae	Aquificota	True	False
GCF_000512145.1__GCF_003568645.1	GCF_000512145.1	GCF_003568645.1	97.25	81.45	1.0	3.0	8.0	Complete Genome	Complete Genome	442	1.0	0.0	0.0	0.0	0.0	Borrelia turicatae	Borrelia turicatae	Borrelia	Borreliaceae	Spirochaetota	True	False
GCF_000341855.1__GCF_000348765.2	GCF_000341855.1	GCF_000348765.2	99.99	100.0	1.0	1.0	1.0	Complete Genome	Complete Genome	1500	1.0	0.0	0.0	0.0	0.0	Hydrogenobaculum sp000213785	Hydrogenobaculum sp000213785	Hydrogenobaculum	Hydrogenobaculaceae	Aquificota	True	False
GCF_000215065.1__GCF_000341855.1	GCF_000215065.1	GCF_000341855.1	99.99	100.0	1.0	1.0	1.0	Complete Genome	Complete Genome	1500	1.0	0.0	0.0	0.0	0.0	Hydrogenobaculum sp000213785	Hydrogenobaculum sp000213785	Hydrogenobaculum	Hydrogenobaculaceae	Aquificota	True	False
GCF_003253775.1__GCF_003584725.1	GCF_003253775.1	GCF_003584725.1	99.96	98.25	1.0	1.0	1.0	Complete Genome	Complete Genome	5133	1.0	0.0	0.0	0.0	0.0	Mycobacterium leprae	Mycobacterium leprae	Mycobacterium	Mycobacteriaceae	Actinobacteriota	True	False
GCA_000026685.1__GCF_003253775.1	GCA_000026685.1	GCF_003253775.1	99.97	100.0	1.0	1.0	1.0	Complete Genome	Complete Genome	5137	1.0	0.0	0.0	0.0	0.0	Mycobacterium leprae	Mycobacterium leprae	Mycobacterium	Mycobacteriaceae	Actinobacteriota	True	False
GCF_016127355.1__GCF_900451365.1	GCF_016127355.1	GCF_900451365.1	99.99	99.41	1.0	1.0	2.0	Complete Genome	Contig	3650	1.0	0.0	0.0	1.0	1.0	Kingella_A denitrificans	Kingella_A denitrificans	Kingella_A	Neisseriaceae	Proteobacteria	True	False
GCF_002095995.1__GCF_002128045.1	GCF_002095995.1	GCF_002128045.1	99.94	100.0	1.0	1.0	1.0	Complete Genome	Complete Genome	881	1.0	0.0	0.0	0.0	0.0	Mycoplasmoides pneumoniae	Mycoplasmoides pneumoniae	Mycoplasmoides	Mycoplasmoidaceae	Firmicutes	True	False
GCA_000026685.1__GCF_003584725.1	GCA_000026685.1	GCF_003584725.1	99.98	100.0	1.0	1.0	1.0	Complete Genome	Complete Genome	5137	1.0	0.0	0.0	0.0	0.0	Mycobacterium leprae	Mycobacterium leprae	Mycobacterium	Mycobacteriaceae	Actinobacteriota	True	False
GCF_900447255.1__GCF_900475655.1	GCF_900447255.1	GCF_900475655.1	99.93	100.0	1.0	3.0	1.0	Contig	Complete Genome	3787	1.0	0.0	0.0	0.0	0.0	Corynebacterium renale	Corynebacterium renale	Corynebacterium	Mycobacteriaceae	Actinobacteriota	True	False
GCF_000195735.1__GCF_000277245.1	GCF_000195735.1	GCF_000277245.1	99.89	99.97	1.0	1.0	1.0	Complete Genome	Complete Genome	621	1.0	0.0	0.0	0.0	0.0	Rickettsia prowazekii	Rickettsia prowazekii	Rickettsia	Rickettsiaceae	Proteobacteria	True	False
GCF_000195735.1__GCF_000277165.1	GCF_000195735.1	GCF_000277165.1	99.96	99.98	1.0	1.0	1.0	Complete Genome	Complete Genome	632	1.0	0.0	0.0	0.0	0.0	Rickettsia prowazekii	Rickettsia prowazekii	Rickettsia	Rickettsiaceae	Proteobacteria	True	False
GCA_003385575.1__GCA_003389245.1	GCA_003385575.1	GCA_003389245.1	99.98	100.0	2.2841999999998586	5.0	5.0	Scaffold	Contig	6421	0.9998	0.0	0.0	0.0	0.0	QQUY01 sp003385635	QQUY01 sp003385635	QQUY01	Pyrinomonadaceae	Acidobacteriota	True	False
GCA_900549265.1__GCA_905202005.1	GCA_900549265.1	GCA_905202005.1	100.0	99.82	1.0	8.0	10.0	Contig	Contig	1364	1.0	0.0	0.0	0.0	0.0	Stercorousia sp000437435	Stercorousia sp000437435	Stercorousia	Gastranaerophilaceae	Cyanobacteria	True	False
GCA_002172835.1__GCA_002690685.1	GCA_002172835.1	GCA_002690685.1	100.0	97.56	1.0	90.0	88.0	Contig	Contig	4312	1.0	0.0	0.0	0.0	0.0	TMED26 sp003280605	TMED26 sp003280605	TMED26	Thalassobaculaceae	Proteobacteria	True	False
GCF_018847015.1__GCF_018847695.1	GCF_018847015.1	GCF_018847695.1	99.99	100.0	1.0	1.0	1.0	Complete Genome	Complete Genome	3937	1.0	0.0	0.0	0.0	0.0	Akkermansia sp001580195	Akkermansia sp001580195	Akkermansia	Akkermansiaceae	Verrucomicrobiota	True	False
GCA_002170365.2__GCA_002692365.2	GCA_002170365.2	GCA_002692365.2	100.0	89.43	1.0					1334	1.0	0.0	0.0	0.0	0.0						False	False
GCF_000093065.1__GCF_002074015.1	GCF_000093065.1	GCF_002074015.1	97.82	99.95	2.010500000000008	2.0	4.0	Complete Genome	Chromosome	215	0.9953	0.0	0.0	0.0	0.0	Riesia pediculicola	Riesia pediculicola	Riesia	Enterobacteriaceae_A	Proteobacteria	True	False
GCF_000022785.1__GCF_000277205.1	GCF_000022785.1	GCF_000277205.1	99.97	100.0	1.0	1.0	1.0	Complete Genome	Complete Genome	633	1.0	0.0	0.0	0.0	0.0	Rickettsia prowazekii	Rickettsia prowazekii	Rickettsia	Rickettsiaceae	Proteobacteria	True	False
GCF_009914495.1__GCF_009914515.1	GCF_009914495.1	GCF_009914515.1	99.98	99.93	1.0	1.0	1.0	Complete Genome	Complete Genome	10035	1.0	0.0	0.0	0.0	0.0	Gordonia amarae	Gordonia amarae	Gordonia	Mycobacteriaceae	Actinobacteriota	True	False
GCF_000006905.1__GCF_002310455.2	GCF_000006905.1	GCF_002310455.2	99.99	97.24	1.0	1.0	1.0	Complete Genome	Complete Genome	5786	1.0	0.0	0.0	0.0	0.0	Caulobacter vibrioides	Caulobacter vibrioides	Caulobacter	Caulobacteraceae	Proteobacteria	True	False
GCA_900551255.1__GCA_905210225.1	GCA_900551255.1	GCA_905210225.1	100.0	99.95	1.0	23.0	24.0	Contig	Contig	779	1.0	0.0	0.0	0.0	0.0	Caccenecus sp000438195	Caccenecus sp000438195	Caccenecus	UBA660	Firmicutes	True	False
GCF_004328885.1__GCF_900168365.1	GCF_004328885.1	GCF_900168365.1	99.96	99.89	1.0	1.0	1.0	Complete Genome	Complete Genome	1858	1.0	0.0	0.0	0.0	0.0	Clostridium chauvoei	Clostridium chauvoei	Clostridium	Clostridiaceae	Firmicutes_A	True	False
GCA_011771255.1__GCA_011772705.1	GCA_011771255.1	GCA_011772705.1	100.0	54.14	1.0	543.0	359.0	Scaffold	Scaffold	2833	1.0	0.0	0.0	0.0	0.0	WVZY01 sp011772205	WVZY01 sp011772205	WVZY01	WVZY01	Krumholzibacteriota	True	False
GCF_002007845.1__GCF_002007865.1	GCF_002007845.1	GCF_002007865.1	99.98	100.0	1.0	1.0	1.0	Complete Genome	Complete Genome	1325	1.0	0.0	0.0	0.0	0.0	Dehalococcoides mccartyi_B	Dehalococcoides mccartyi_B	Dehalococcoides	Dehalococcoidaceae	Chloroflexota	True	False
GCA_002295585.1__GCA_002360855.1	GCA_002295585.1	GCA_002360855.1	100.0	99.87	1.0	7.0	11.0	Scaffold	Scaffold	2684	1.0	0.0	0.0	0.0	0.0	UBA6503 sp002436405	UBA6503 sp002436405	UBA6503	UBA6503	Proteobacteria	True	False
GCF_002215055.1__GCF_902386745.1	GCF_002215055.1	GCF_902386745.1	100.0	100.0	1.0	1.0	1.0	Complete Genome	Complete Genome	6442	1.0	0.0	0.0	0.0	0.0	Laribacter hongkongensis	Laribacter hongkongensis	Laribacter	Aquaspirillaceae	Proteobacteria	True	False
GCF_009862415.1__GCF_900090075.1	GCF_009862415.1	GCF_900090075.1	100.0	99.96	1.0	55.0	55.0	Scaffold	Scaffold	12679	1.0	0.0	0.0	0.0	0.0	Streptomyces griseus	Streptomyces griseus	Streptomyces	Streptomycetaceae	Actinobacteriota	True	False
