pairid	syn2b_raw_inverted_fraction	syn2b_inverted_fraction	syn2b_breakpoints	syn2b_breakpoint_density	syn2b_scj_distance	syn2b_scj_corrected	syn2b_shared_tags	syn2b_observable_fraction	q_species	r_species	same_species
GCF_001975625.1__GCF_003710145.1	1.0	0.0	0.0	0.0	6.0	6.0	3429.0	1.0			
GCF_001975625.1__GCF_003073595.1	1.0	0.0	0.0	0.0	0.0	0.0	3451.0	1.0			
GCF_001975625.1__GCF_003031855.1	1.0	0.0	0.0	0.0	18.0	18.0	3728.0	1.0			
GCF_001975625.1__GCF_003031835.1	1.0	0.0	0.0	0.0	0.0	0.0	4077.0	1.0			
GCF_001975625.1__GCF_002900325.1	1.0	0.0	0.0	0.0	6.0	6.0	4044.0	1.0			
GCF_000981825.1__GCF_001077475.1	1.0	0.0	5.0	0.00049	10.0	10.0	10178.0	1.0			
GCF_001975625.1__GCF_002761435.1	1.0	0.0	0.0	0.0	6.0	6.0	3448.0	1.0			
GCF_001975625.1__GCF_002761415.1	1.0	0.0	0.0	0.0	6.0	6.0	3444.0	1.0			
GCF_001975625.1__GCF_002094915.1	1.0	0.0	0.0	0.0	6.0	6.0	3421.0	1.0			
GCF_001975555.1__GCF_008369645.1	1.0	0.0	0.0	0.0	0.0	0.0	5182.0	1.0			
GCF_001975555.1__GCF_003073555.1	1.0	0.0	0.0	0.0	6.0	6.0	3699.0	1.0			
GCF_001975555.1__GCF_003073535.1	1.0	0.0	0.0	0.0	6.0	6.0	3706.0	1.0			
GCF_001975515.1__GCF_016454185.1	1.0	0.0	0.0	0.0	12.0	12.0	3675.0	1.0			
GCF_001975515.1__GCF_016025395.1	1.0	0.0	0.0	0.0	6.0	6.0	3563.0	1.0			
GCF_001975515.1__GCF_014521465.1	1.0	0.0	3.0	0.00084	12.0	12.0	3582.0	1.0			
GCF_000473275.1__GCF_001454965.1	1.0	0.0	0.0	0.0	22.0	22.0	4085.0	1.0			
GCF_001975515.1__GCF_011466595.1	1.0	0.0	0.0	0.0	6.0	6.0	3631.0	1.0			
GCF_003351705.1__GCF_003994915.1	1.0	0.0	3.0	0.00172	10.0	10.0	1744.0	1.0			
GCF_001975625.1__GCF_003130605.1	1.0	0.0	0.0	0.0	0.0	0.0	3450.0	1.0			
GCF_001975625.1__GCF_003710205.1	1.0	0.0	0.0	0.0	12.0	12.0	3690.0	1.0			
GCF_001975385.1__GCF_002777175.1	1.0	0.0	0.0	0.0	0.0	0.0	3644.0	1.0			
GCF_001975625.1__GCF_003864055.1	1.0	0.0	0.0	0.0	12.0	12.0	3721.0	1.0			
GCF_001975645.1__GCF_009184685.1	1.0	0.0	0.0	0.0	0.0	0.0	3478.0	1.0			
GCF_000981825.1__GCF_018141625.1	1.0	0.0	11.0	0.00109	36.0	36.0	10073.0	1.0			
GCF_003351525.1__GCF_009664475.1	1.0	0.0	2.0	0.00116	16.0	16.0	1717.0	1.0			
GCF_001975645.1__GCF_004194615.2	1.0	0.0	3.0	0.00074	6.0	6.0	4076.0	1.0			
GCF_000818115.1__GCF_002386165.1	1.0	0.0	0.0	0.0	0.0	0.0	5154.0	1.0			
GCF_000981825.1__GCF_006364735.1	1.0	0.0	5.0	0.00049	10.0	10.0	10126.0	1.0			
GCF_000981825.1__GCF_003319235.1	1.0	0.0	11.0	0.00105	42.0	42.0	10453.0	1.0			
GCF_001975645.1__GCF_002946375.1	1.0	0.0	3.0	0.00078	18.0	18.0	3854.0	1.0			
GCF_001975645.1__GCF_002900325.1	1.0	0.0	0.0	0.0	6.0	6.0	4121.0	1.0			
GCF_003351525.1__GCF_900475805.1	1.0	0.0	0.0	0.0	16.0	16.0	1736.0	1.0			
GCF_002946935.1__GCF_003319235.1	1.0	0.0	9.0	0.0009	36.0	36.0	10013.0	1.0			
GCF_001975645.1__GCF_002119485.1	1.0	0.0	0.0	0.0	6.0	6.0	4020.0	1.0			
GCF_001975625.1__GCF_016025395.1	1.0	0.0	0.0	0.0	6.0	6.0	3714.0	1.0			
GCF_001975625.1__GCF_015052745.1	1.0	0.0	2.0	0.00049	16.0	16.0	4063.0	1.0			
GCF_001975625.1__GCF_011466595.1	1.0	0.0	0.0	0.0	6.0	6.0	3980.0	1.0			
GCF_001975625.1__GCF_005166225.1	1.0	0.0	0.0	0.0	6.0	6.0	3424.0	1.0			
GCF_003351525.1__GCF_900636585.1	1.0	0.0	0.0	0.0	10.0	10.0	1703.0	1.0			
GCF_000623095.1__GCF_008369645.1	1.0	0.0	0.0	0.0	0.0	0.0	5306.0	1.0			
GCF_001975515.1__GCF_011465695.1	1.0	0.0	0.0	0.0	6.0	6.0	3648.0	1.0			
GCF_001975515.1__GCF_004328765.1	1.0	0.0	0.0	0.0	12.0	12.0	3347.0	1.0			
GCF_001975515.1__GCF_003710205.1	1.0	0.0	3.0	0.00085	6.0	6.0	3539.0	1.0			
GCF_000483715.2__GCF_000487915.2	1.0	0.0	0.0	0.0	18.0	18.0	3479.0	1.0			
GCF_001975385.1__GCF_004194615.2	1.0	0.0	2.0	0.00055	4.0	4.0	3624.0	1.0			
GCF_003351705.1__GCF_900693045.1	1.0	0.0	8.0	0.00457	20.0	20.0	1749.0	1.0			
GCF_001975385.1__GCF_003710205.1	1.0	0.0	0.0	0.0	0.0	0.0	3655.0	1.0			
GCF_001975385.1__GCF_003641325.1	1.0	0.0	0.0	0.0	0.0	0.0	3669.0	1.0			
GCF_001975385.1__GCF_003641305.1	1.0	0.0	0.0	0.0	0.0	0.0	3663.0	1.0			
GCF_001975385.1__GCF_003641265.1	1.0	0.0	0.0	0.0	0.0	0.0	3668.0	1.0			
GCF_003074115.1__GCF_003319235.1	1.0	0.0	9.0	0.00099	26.0	26.0	9088.0	1.0			
GCF_001975385.1__GCF_003547975.1	1.0	0.0	0.0	0.0	6.0	6.0	3761.0	1.0			
GCF_001975385.1__GCF_003130605.1	1.0	0.0	0.0	0.0	0.0	0.0	3532.0	1.0			
GCF_001975385.1__GCF_003073595.1	1.0	0.0	0.0	0.0	0.0	0.0	3532.0	1.0			
GCF_000483715.2__GCF_001975305.1	1.0	0.0	0.0	0.0	12.0	12.0	4087.0	1.0			
GCF_000483715.2__GCF_001975385.1	1.0	0.0	2.0	0.00056	10.0	10.0	3598.0	1.0			
GCF_000483715.2__GCF_001975515.1	1.0	0.0	0.0	0.0	12.0	12.0	3595.0	1.0			
GCF_001975385.1__GCF_003031835.1	1.0	0.0	0.0	0.0	6.0	6.0	3629.0	1.0			
GCF_000483715.2__GCF_003549275.1	1.0	0.0	0.0	0.0	28.0	28.0	3837.0	1.0			
GCF_000940895.2__GCF_000941015.2	1.0	0.0	2.0	0.00049	4.0	4.0	4077.0	1.0			
GCF_000483715.2__GCF_000487615.2	1.0	0.0	2.0	0.0005	4.0	4.0	4013.0	1.0			
GCF_000473275.1__GCF_016454185.1	1.0	0.0	0.0	0.0	12.0	12.0	4118.0	1.0			
GCF_000473275.1__GCF_016025395.1	1.0	0.0	0.0	0.0	6.0	6.0	3797.0	1.0			
GCF_001975385.1__GCF_016025395.1	1.0	0.0	0.0	0.0	6.0	6.0	3715.0	1.0			
GCF_001975515.1__GCF_002777175.1	1.0	0.0	0.0	0.0	6.0	6.0	3629.0	1.0			
GCF_000473275.1__GCF_001890445.1	1.0	0.0	0.0	0.0	0.0	0.0	4154.0	1.0			
GCF_000473275.1__GCF_002119485.1	1.0	0.0	0.0	0.0	12.0	12.0	4048.0	1.0			
GCF_001975515.1__GCF_002211845.1	1.0	0.0	2.0	0.00055	16.0	16.0	3646.0	1.0			
GCF_003074115.1__GCF_018141625.1	1.0	0.0	6.0	0.00065	26.0	26.0	9249.0	1.0			
GCF_000473275.1__GCF_002946375.1	1.0	0.0	0.0	0.0	24.0	24.0	3873.0	1.0			
GCF_000473275.1__GCF_003031835.1	1.0	0.0	0.0	0.0	12.0	12.0	4120.0	1.0			
GCF_003074115.1__GCF_015697605.1	1.0	0.0	4.0	0.00044	14.0	14.0	9075.0	1.0			
GCF_000473275.1__GCF_009664655.1	1.0	0.0	3.0	0.00072	18.0	18.0	4170.0	1.0			
GCF_001975385.1__GCF_013358425.1	1.0	0.0	2.0	0.00051	10.0	10.0	3954.0	1.0			
GCF_001975385.1__GCF_011466595.1	1.0	0.0	0.0	0.0	0.0	0.0	3662.0	1.0			
GCF_000473275.1__GCF_003547975.1	1.0	0.0	0.0	0.0	30.0	30.0	3877.0	1.0			
GCF_000473275.1__GCF_003548335.1	1.0	0.0	3.0	0.00077	30.0	30.0	3878.0	1.0			
GCF_000473275.1__GCF_003548395.1	1.0	0.0	0.0	0.0	30.0	30.0	3877.0	1.0			
GCF_000473275.1__GCF_003548565.1	1.0	0.0	0.0	0.0	30.0	30.0	3879.0	1.0			
GCF_000473275.1__GCF_003549665.1	1.0	0.0	3.0	0.00077	24.0	24.0	3878.0	1.0			
GCF_002946375.1__GCF_014840915.2	1.0	0.0	0.0	0.0	0.0	0.0	4113.0	1.0			
GCA_900636155.1__GCF_016454185.1	1.0	0.0	0.0	0.0	12.0	12.0	4066.0	1.0			
GCF_001953015.1__GCF_014840915.2	1.0	0.0	0.0	0.0	6.0	6.0	3791.0	1.0			
GCF_004564195.1__GCF_011466595.1	1.0	0.0	3.0	0.00075	6.0	6.0	4021.0	1.0			
GCF_013255565.1__GCF_900636975.1	1.0	0.0	5.0	0.0004	16.0	16.0	12373.0	1.0			
GCF_001721845.1__GCF_002237425.1	1.0	0.0	8.0	0.00079	32.0	32.0	10093.0	1.0			
GCF_013305765.1__GCF_013376775.1	1.0	0.0	2.0	0.0002	16.0	16.0	10130.0	1.0			
GCF_013305765.1__GCF_018141625.1	1.0	0.0	0.0	0.0	0.0	0.0	10083.0	1.0			
GCF_004328765.1__GCF_008244845.1	1.0	0.0	0.0	0.0	12.0	12.0	3482.0	1.0			
GCF_004328765.1__GCF_008244825.1	1.0	0.0	0.0	0.0	12.0	12.0	3480.0	1.0			
GCF_004328765.1__GCF_008244785.1	1.0	0.0	0.0	0.0	12.0	12.0	3480.0	1.0			
GCF_004194615.2__GCF_009729935.1	1.0	0.0	0.0	0.0	0.0	0.0	3501.0	1.0			
GCF_000623655.2__GCF_008369645.1	1.0	0.0	0.0	0.0	0.0	0.0	5304.0	1.0			
GCF_013343355.1__GCF_015697605.1	1.0	0.0	0.0	0.0	0.0	0.0	10295.0	1.0			
GCF_001721805.1__GCF_013376775.1	1.0	0.0	2.0	0.00022	10.0	10.0	9301.0	1.0			
GCF_001721805.1__GCF_002237425.1	1.0	0.0	8.0	0.00079	32.0	32.0	10093.0	1.0			
GCF_003864055.1__GCF_014840915.2	1.0	0.0	2.0	0.00051	4.0	4.0	3937.0	1.0			
GCF_013343575.1__GCF_013376775.1	1.0	0.0	6.0	0.00057	12.0	12.0	10441.0	1.0			
GCF_013343575.1__GCF_015697605.1	1.0	0.0	3.0	0.00029	6.0	6.0	10393.0	1.0			
GCF_013343575.1__GCF_018141625.1	1.0	0.0	3.0	0.00029	22.0	22.0	10453.0	1.0			
GCF_003864055.1__GCF_004564195.1	1.0	0.0	2.0	0.00054	22.0	22.0	3733.0	1.0			
GCF_004564195.1__GCF_009184685.1	1.0	0.0	0.0	0.0	0.0	0.0	3466.0	1.0			
GCF_013255565.1__GCF_018448985.1	1.0	0.0	0.0	0.0	0.0	0.0	12742.0	1.0			
GCF_000018985.1__GCF_900476455.1	1.0	0.0	0.0	0.0	18.0	18.0	1691.0	1.0			
GCF_004564195.1__GCF_016025395.1	1.0	0.0	0.0	0.0	6.0	6.0	3778.0	1.0			
GCF_004941405.1__GCF_005166225.1	1.0	0.0	4.0	0.00115	20.0	20.0	3486.0	1.0			
GCF_004008035.1__GCF_017357185.1	1.0	0.0	0.0	0.0	0.0	0.0	8666.0	1.0			
GCF_004008155.1__GCF_017357185.1	1.0	0.0	0.0	0.0	0.0	0.0	8669.0	1.0			
GCF_004008215.1__GCF_017357185.1	1.0	0.0	0.0	0.0	0.0	0.0	8670.0	1.0			
GCF_012935295.1__GCF_013255565.1	1.0	0.0	5.0	0.00055	16.0	16.0	9173.0	1.0			
GCF_004919205.1__GCF_013358425.1	1.0	0.0	2.0	0.00055	22.0	22.0	3606.0	1.0			
GCF_000007045.1__GCF_900476455.1	1.0	0.0	0.0	0.0	20.0	20.0	1716.0	1.0			
GCF_012935295.1__GCF_013376775.1	1.0	0.0	0.0	0.0	20.0	20.0	10299.0	1.0			
GCF_012935295.1__GCF_018141625.1	1.0	0.0	2.0	0.00019	16.0	16.0	10314.0	1.0			
GCF_004919205.1__GCF_005166225.1	1.0	0.0	4.0	0.00115	20.0	20.0	3486.0	1.0			
GCF_004008295.1__GCF_017357185.1	1.0	0.0	0.0	0.0	0.0	0.0	8668.0	1.0			
GCF_001721845.1__GCF_013376775.1	1.0	0.0	2.0	0.00022	16.0	16.0	9302.0	1.0			
GCF_013255565.1__GCF_013343355.1	1.0	0.0	5.0	0.00055	10.0	10.0	9020.0	1.0			
GCF_004847625.1__GCF_014840915.2	1.0	0.0	0.0	0.0	6.0	6.0	3747.0	1.0			
GCF_004847625.1__GCF_013161625.1	1.0	0.0	2.0	0.00097	26.0	26.0	2064.0	1.0			
GCF_003798145.1__GCF_006364735.1	1.0	0.0	2.0	0.00022	20.0	20.0	9064.0	1.0			
GCF_000014365.2__GCF_900476455.1	1.0	0.0	0.0	0.0	20.0	20.0	1716.0	1.0			
GCF_000018985.1__GCF_900459835.1	1.0	0.0	1.0	0.00058	22.0	22.0	1734.0	1.0			
GCF_000626695.2__GCF_008369645.1	1.0	0.0	0.0	0.0	0.0	0.0	5299.0	1.0			
GCF_003798105.1__GCF_006364735.1	1.0	0.0	5.0	0.00049	16.0	16.0	10150.0	1.0			
GCF_015697605.1__GCF_900618255.1	1.0	0.0	3.0	0.00029	26.0	26.0	10338.0	1.0			
GCF_000623375.1__GCF_008369645.1	1.0	0.0	0.0	0.0	0.0	0.0	5252.0	1.0			
GCF_015697605.1__GCF_900618325.1	1.0	0.0	3.0	0.00029	18.0	18.0	10361.0	1.0			
GCF_015697605.1__GCF_900618335.1	1.0	0.0	3.0	0.00029	18.0	18.0	10361.0	1.0			
GCF_003710205.1__GCF_014840915.2	1.0	0.0	0.0	0.0	18.0	18.0	4020.0	1.0			
GCF_003710205.1__GCF_014334155.1	1.0	0.0	0.0	0.0	12.0	12.0	3784.0	1.0			
GCF_003710205.1__GCF_009729935.1	1.0	0.0	0.0	0.0	0.0	0.0	3497.0	1.0			
GCF_015697665.1__GCF_018141625.1	1.0	0.0	9.0	0.00089	28.0	28.0	10148.0	1.0			
GCF_003710205.1__GCF_008244845.1	1.0	0.0	0.0	0.0	12.0	12.0	3784.0	1.0			
GCF_003710205.1__GCF_008244825.1	1.0	0.0	0.0	0.0	12.0	12.0	3783.0	1.0			
GCF_003710205.1__GCF_008244785.1	1.0	0.0	0.0	0.0	12.0	12.0	3783.0	1.0			
GCF_003710205.1__GCF_006874805.1	1.0	0.0	0.0	0.0	12.0	12.0	3801.0	1.0			
GCF_003710145.1__GCF_014334155.1	1.0	0.0	2.0	0.00057	16.0	16.0	3484.0	1.0			
GCF_003710145.1__GCF_009756475.1	1.0	0.0	2.0	0.00057	16.0	16.0	3484.0	1.0			
GCF_003710145.1__GCF_009729935.1	1.0	0.0	0.0	0.0	0.0	0.0	4077.0	1.0			
GCF_003710145.1__GCF_008244845.1	1.0	0.0	2.0	0.00057	16.0	16.0	3479.0	1.0			
GCF_003710145.1__GCF_008244825.1	1.0	0.0	2.0	0.00058	16.0	16.0	3476.0	1.0			
GCF_003710145.1__GCF_008244785.1	1.0	0.0	2.0	0.00058	16.0	16.0	3476.0	1.0			
GCF_015697605.1__GCF_900618265.1	1.0	0.0	3.0	0.00029	26.0	26.0	10326.0	1.0			
GCF_015697605.1__GCF_018279265.1	1.0	0.0	3.0	0.00033	14.0	14.0	9151.0	1.0			
GCF_000019005.1__GCF_003351525.1	1.0	0.0	0.0	0.0	0.0	0.0	2225.0	1.0			
GCF_001547955.1__GCF_015697605.1	1.0	0.0	7.0	0.00077	26.0	26.0	9150.0	1.0			
GCF_013376775.1__GCF_016107485.1	1.0	0.0	2.0	0.0002	24.0	24.0	10134.0	1.0			
GCF_013376775.1__GCF_900070375.1	1.0	0.0	2.0	0.0002	24.0	24.0	10135.0	1.0			
GCF_013376775.1__GCF_900149285.1	1.0	0.0	3.0	0.00029	12.0	12.0	10299.0	1.0			
GCF_013376775.1__GCF_900618325.1	1.0	0.0	6.0	0.00057	22.0	22.0	10447.0	1.0			
GCF_013376775.1__GCF_900618335.1	1.0	0.0	6.0	0.00057	22.0	22.0	10447.0	1.0			
GCF_013376775.1__GCF_904866275.1	1.0	0.0	5.0	0.00048	16.0	16.0	10319.0	1.0			
GCF_013395035.1__GCF_013467605.1	1.0	0.0	0.0	0.0	0.0	0.0	12184.0	1.0			
GCF_001606045.1__GCF_018141625.1	1.0	0.0	9.0	0.00088	18.0	18.0	10253.0	1.0			
GCF_000623615.2__GCF_008369645.1	1.0	0.0	0.0	0.0	0.0	0.0	5305.0	1.0			
GCF_001606045.1__GCF_006364735.1	1.0	0.0	3.0	0.00029	6.0	6.0	10285.0	1.0			
GCF_000698715.2__GCF_013161625.1	1.0	0.0	2.0	0.00097	26.0	26.0	2064.0	1.0			
GCF_000698715.2__GCF_014840915.2	1.0	0.0	0.0	0.0	6.0	6.0	3747.0	1.0			
GCF_000748245.2__GCF_013161625.1	1.0	0.0	2.0	0.00097	26.0	26.0	2064.0	1.0			
GCF_000748245.2__GCF_014840915.2	1.0	0.0	0.0	0.0	6.0	6.0	3747.0	1.0			
GCF_001548335.1__GCF_006364735.1	1.0	0.0	2.0	0.00022	16.0	16.0	9039.0	1.0			
GCF_000623455.2__GCF_008369645.1	1.0	0.0	0.0	0.0	0.0	0.0	5303.0	1.0			
GCF_015697605.1__GCF_016919425.1	1.0	0.0	3.0	0.00029	26.0	26.0	10359.0	1.0			
GCF_004941405.1__GCF_013358425.1	1.0	0.0	2.0	0.00055	22.0	22.0	3606.0	1.0			
GCF_001722045.1__GCF_002237425.1	1.0	0.0	8.0	0.00079	32.0	32.0	10094.0	1.0			
GCF_000006885.1__GCF_900476455.1	1.0	0.0	3.0	0.00171	24.0	24.0	1752.0	1.0			
GCF_009729895.1__GCF_014840915.2	1.0	0.0	0.0	0.0	0.0	0.0	3477.0	1.0			
GCF_009664655.1__GCF_014840915.2	1.0	0.0	0.0	0.0	6.0	6.0	3831.0	1.0			
GCF_009664655.1__GCF_013161625.1	1.0	0.0	5.0	0.00237	24.0	24.0	2109.0	1.0			
GCF_002075065.1__GCF_013376775.1	1.0	0.0	0.0	0.0	12.0	12.0	9888.0	1.0			
GCF_002075065.1__GCF_013255565.1	1.0	0.0	0.0	0.0	6.0	6.0	9378.0	1.0			
GCF_008244845.1__GCF_016025395.1	1.0	0.0	0.0	0.0	6.0	6.0	3834.0	1.0			
GCF_003957825.1__GCF_006364735.1	1.0	0.0	0.0	0.0	0.0	0.0	11915.0	1.0			
GCF_008244845.1__GCF_015697765.1	1.0	0.0	0.0	0.0	6.0	6.0	3775.0	1.0			
GCF_008244845.1__GCF_015052745.1	1.0	0.0	0.0	0.0	0.0	0.0	5400.0	1.0			
GCF_002075065.1__GCF_002997005.1	1.0	0.0	3.0	0.00032	18.0	18.0	9362.0	1.0			
GCF_002075065.1__GCF_002237425.1	1.0	0.0	9.0	0.00096	40.0	40.0	9378.0	1.0			
GCF_008244825.1__GCF_016025395.1	1.0	0.0	0.0	0.0	6.0	6.0	3832.0	1.0			
GCF_008244825.1__GCF_015697765.1	1.0	0.0	0.0	0.0	6.0	6.0	3773.0	1.0			
GCF_001879525.1__GCF_015697605.1	1.0	0.0	3.0	0.00029	20.0	20.0	10326.0	1.0			
GCF_008244825.1__GCF_015052745.1	1.0	0.0	0.0	0.0	0.0	0.0	5397.0	1.0			
GCF_008244785.1__GCF_016025395.1	1.0	0.0	0.0	0.0	6.0	6.0	3832.0	1.0			
GCF_008244785.1__GCF_015697765.1	1.0	0.0	0.0	0.0	6.0	6.0	3773.0	1.0			
GCF_001879525.1__GCF_006364735.1	1.0	0.0	0.0	0.0	6.0	6.0	10235.0	1.0			
GCF_002075065.1__GCF_018141625.1	1.0	0.0	2.0	0.0002	16.0	16.0	9863.0	1.0			
GCF_003957825.1__GCF_006364795.1	1.0	0.0	0.0	0.0	12.0	12.0	10161.0	1.0			
GCF_009905195.1__GCF_013376775.1	1.0	0.0	0.0	0.0	6.0	6.0	10277.0	1.0			
GCF_009729935.1__GCF_011466595.1	1.0	0.0	2.0	0.00057	10.0	10.0	3484.0	1.0			
GCF_014840915.2__GCF_016025395.1	1.0	0.0	3.0	0.00056	6.0	6.0	5393.0	1.0			
GCF_003957825.1__GCF_013376775.1	1.0	0.0	2.0	0.0002	24.0	24.0	10100.0	1.0			
GCF_014840915.2__GCF_015052745.1	1.0	0.0	0.0	0.0	6.0	6.0	3831.0	1.0			
GCF_014334155.1__GCF_016025395.1	1.0	0.0	0.0	0.0	6.0	6.0	3844.0	1.0			
GCF_014334155.1__GCF_015697765.1	1.0	0.0	0.0	0.0	6.0	6.0	3776.0	1.0			
GCF_014334155.1__GCF_015052745.1	1.0	0.0	0.0	0.0	0.0	0.0	5374.0	1.0			
GCF_004102665.1__GCF_006364735.1	1.0	0.0	0.0	0.0	0.0	0.0	11916.0	1.0			
GCF_013358425.1__GCF_014840915.2	1.0	0.0	0.0	0.0	6.0	6.0	3636.0	1.0			
GCF_004102665.1__GCF_006364795.1	1.0	0.0	0.0	0.0	6.0	6.0	10274.0	1.0			
GCF_013161625.1__GCF_016454185.1	1.0	0.0	3.0	0.00144	22.0	22.0	2077.0	1.0			
GCF_013161625.1__GCF_014521465.1	1.0	0.0	0.0	0.0	12.0	12.0	2049.0	1.0			
GCF_000626275.2__GCF_008369645.1	1.0	0.0	0.0	0.0	0.0	0.0	5253.0	1.0			
GCF_004102665.1__GCF_013376775.1	1.0	0.0	5.0	0.00049	26.0	26.0	10199.0	1.0			
GCF_000624175.1__GCF_008369645.1	1.0	0.0	0.0	0.0	0.0	0.0	5305.0	1.0			
GCF_009756475.1__GCF_013358425.1	1.0	0.0	2.0	0.00055	16.0	16.0	3606.0	1.0			
GCF_004102665.1__GCF_018141625.1	1.0	0.0	0.0	0.0	6.0	6.0	10140.0	1.0			
GCF_009729935.1__GCF_014521465.1	1.0	0.0	1.0	0.00029	18.0	18.0	3471.0	1.0			
GCF_008244785.1__GCF_015052745.1	1.0	0.0	0.0	0.0	6.0	6.0	5398.0	1.0			
GCF_002205355.1__GCF_002237425.1	1.0	0.0	14.0	0.00138	66.0	66.0	10150.0	1.0			
GCF_006364735.1__GCF_009676885.1	1.0	0.0	0.0	0.0	0.0	0.0	10249.0	1.0			
GCF_007431545.1__GCF_014840915.2	1.0	0.0	2.0	0.00051	4.0	4.0	3943.0	1.0			
GCF_006364795.1__GCF_013305765.1	1.0	0.0	0.0	0.0	6.0	6.0	10194.0	1.0			
GCF_006364795.1__GCF_013343575.1	1.0	0.0	3.0	0.00029	12.0	12.0	10307.0	1.0			
GCF_006364795.1__GCF_016107485.1	1.0	0.0	0.0	0.0	12.0	12.0	10195.0	1.0			
GCF_006364795.1__GCF_900070375.1	1.0	0.0	0.0	0.0	12.0	12.0	10196.0	1.0			
GCF_007559065.1__GCF_013255565.1	1.0	0.0	6.0	0.00049	12.0	12.0	12125.0	1.0			
GCF_007559085.1__GCF_018141625.1	1.0	0.0	3.0	0.00029	18.0	18.0	10319.0	1.0			
GCF_009664165.1__GCF_013255565.1	1.0	0.0	0.0	0.0	0.0	0.0	12761.0	1.0			
GCF_000626375.1__GCF_008369645.1	1.0	0.0	0.0	0.0	0.0	0.0	5258.0	1.0			
GCF_009676885.1__GCF_013255565.1	1.0	0.0	5.0	0.00055	32.0	32.0	9093.0	1.0			
GCF_009676885.1__GCF_013376775.1	1.0	0.0	12.0	0.00117	44.0	44.0	10267.0	1.0			
GCF_005166225.1__GCF_014334155.1	1.0	0.0	4.0	0.00115	20.0	20.0	3484.0	1.0			
GCF_005166225.1__GCF_009756475.1	1.0	0.0	4.0	0.00115	20.0	20.0	3486.0	1.0			
GCF_005166225.1__GCF_009729935.1	1.0	0.0	0.0	0.0	6.0	6.0	4071.0	1.0			
GCF_005166225.1__GCF_008244845.1	1.0	0.0	4.0	0.00115	20.0	20.0	3481.0	1.0			
GCF_005166225.1__GCF_008244825.1	1.0	0.0	4.0	0.00115	20.0	20.0	3478.0	1.0			
GCF_005166225.1__GCF_008244785.1	1.0	0.0	4.0	0.00115	20.0	20.0	3478.0	1.0			
GCF_005166225.1__GCF_006874805.1	1.0	0.0	4.0	0.00115	20.0	20.0	3486.0	1.0			
GCF_006364795.1__GCF_012935295.1	1.0	0.0	6.0	0.00058	32.0	32.0	10288.0	1.0			
GCF_006364795.1__GCF_009676885.1	1.0	0.0	3.0	0.00029	24.0	24.0	10465.0	1.0			
GCF_006874805.1__GCF_013358425.1	1.0	0.0	2.0	0.00055	16.0	16.0	3605.0	1.0			
GCF_006364735.1__GCF_015697665.1	1.0	0.0	5.0	0.00049	16.0	16.0	10133.0	1.0			
GCF_006364735.1__GCF_012935295.1	1.0	0.0	0.0	0.0	0.0	0.0	10334.0	1.0			
GCF_006364735.1__GCF_013201015.1	1.0	0.0	6.0	0.00066	48.0	48.0	9076.0	1.0			
GCF_006364735.1__GCF_013305645.2	1.0	0.0	3.0	0.0003	20.0	20.0	9971.0	1.0			
GCF_006364735.1__GCF_013305765.1	1.0	0.0	0.0	0.0	0.0	0.0	11920.0	1.0			
GCF_006364735.1__GCF_013343355.1	1.0	0.0	2.0	0.0002	10.0	10.0	10109.0	1.0			
GCF_006364735.1__GCF_013343575.1	1.0	0.0	4.0	0.00039	22.0	22.0	10300.0	1.0			
GCF_006364735.1__GCF_015697465.1	1.0	0.0	3.0	0.00029	6.0	6.0	10264.0	1.0			
GCF_006364735.1__GCF_016107485.1	1.0	0.0	0.0	0.0	0.0	0.0	11930.0	1.0			
GCF_000623675.2__GCF_008369645.1	1.0	0.0	0.0	0.0	0.0	0.0	5307.0	1.0			
GCF_006364735.1__GCF_016745115.1	1.0	0.0	3.0	0.00029	12.0	12.0	10252.0	1.0			
GCF_006969245.1__GCF_014840915.2	1.0	0.0	0.0	0.0	0.0	0.0	4159.0	1.0			
GCF_006364735.1__GCF_018141565.1	1.0	0.0	0.0	0.0	0.0	0.0	10064.0	1.0			
GCF_006364735.1__GCF_900070375.1	1.0	0.0	0.0	0.0	0.0	0.0	11930.0	1.0			
GCF_006364735.1__GCF_900095805.1	1.0	0.0	5.0	0.00055	24.0	24.0	9047.0	1.0			
GCF_006364735.1__GCF_900149285.1	1.0	0.0	5.0	0.00048	28.0	28.0	10324.0	1.0			
GCF_006364735.1__GCF_900185255.1	1.0	0.0	5.0	0.00049	22.0	22.0	10152.0	1.0			
GCF_003710145.1__GCF_006874805.1	1.0	0.0	2.0	0.00057	16.0	16.0	3484.0	1.0			
GCF_003710145.1__GCF_004941405.1	1.0	0.0	2.0	0.00057	16.0	16.0	3484.0	1.0			
GCA_900636155.1__GCF_016025395.1	1.0	0.0	0.0	0.0	6.0	6.0	3756.0	1.0			
GCF_002287725.2__GCF_013376775.1	1.0	0.0	5.0	0.00055	28.0	28.0	9119.0	1.0			
GCF_003130605.1__GCF_003548545.1	1.0	0.0	0.0	0.0	6.0	6.0	3568.0	1.0			
GCF_003073595.1__GCF_014334155.1	1.0	0.0	0.0	0.0	0.0	0.0	3507.0	1.0			
GCF_003073595.1__GCF_008244845.1	1.0	0.0	0.0	0.0	12.0	12.0	3496.0	1.0			
GCF_003073595.1__GCF_008244825.1	1.0	0.0	0.0	0.0	12.0	12.0	3493.0	1.0			
